File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,74M, Num_Chunks:13,3.5727
,74M, Num_Chunks:13,4.0195
,74M, Num_Chunks:13,17.4418
,74M, Num_Chunks:13,4.8345
,74M, Num_Chunks:13,3.7786
,74M, Num_Chunks:13,3.5710
,74M, Num_Chunks:13,3.5855
,74M, Num_Chunks:13,17.4514
,75M, Num_Chunks:13,3.6782
,75M, Num_Chunks:13,4.1539
,75M, Num_Chunks:13,10.0402
,75M, Num_Chunks:13,5.0886
,75M, Num_Chunks:13,17.4826
,75M, Num_Chunks:13,11.2889
,75M, Num_Chunks:13,17.3396
,75M, Num_Chunks:13,8.2481
,75M, Num_Chunks:13,6.7709
,75M, Num_Chunks:13,3.6001
,76M, Num_Chunks:13,13.1121
,76M, Num_Chunks:13,14.4200
,76M, Num_Chunks:13,4.4097
,76M, Num_Chunks:13,4.5415
,76M, Num_Chunks:13,4.7072
,76M, Num_Chunks:13,4.5033
,76M, Num_Chunks:13,4.7417
,76M, Num_Chunks:13,4.4887
,76M, Num_Chunks:13,3.5971
,76M, Num_Chunks:13,7.6934
,77M, Num_Chunks:13,8.5813
,77M, Num_Chunks:13,3.6965
,77M, Num_Chunks:13,13.9004
,77M, Num_Chunks:13,4.0572
,77M, Num_Chunks:13,3.7669
,77M, Num_Chunks:13,3.6212
,77M, Num_Chunks:13,4.0257
,77M, Num_Chunks:13,4.0766
,77M, Num_Chunks:13,9.7463
,77M, Num_Chunks:13,4.2192
,78M, Num_Chunks:13,3.6451
,78M, Num_Chunks:13,5.2362
,78M, Num_Chunks:13,9.1313
,78M, Num_Chunks:13,4.0299
,78M, Num_Chunks:13,4.1292
,78M, Num_Chunks:13,17.0289
,78M, Num_Chunks:13,3.8653
,78M, Num_Chunks:13,3.6614
,78M, Num_Chunks:13,3.8119
,78M, Num_Chunks:13,3.9740
,79M, Num_Chunks:12,17.3722
,79M, Num_Chunks:12,3.7772
,79M, Num_Chunks:12,4.1827
,79M, Num_Chunks:12,3.6542
,79M, Num_Chunks:12,14.3260
,79M, Num_Chunks:12,4.4984
,79M, Num_Chunks:12,7.4960
,79M, Num_Chunks:12,3.7549
,79M, Num_Chunks:12,3.6919
,79M, Num_Chunks:12,3.9029
,80M, Num_Chunks:12,14.1572
,80M, Num_Chunks:12,3.9589
,80M, Num_Chunks:12,3.8285
,80M, Num_Chunks:12,3.7931
,80M, Num_Chunks:12,4.1402
,80M, Num_Chunks:12,3.7291
,80M, Num_Chunks:12,3.7849
,80M, Num_Chunks:12,4.1882
,80M, Num_Chunks:12,3.7576
,80M, Num_Chunks:12,4.6131
,81M, Num_Chunks:12,3.8811
,81M, Num_Chunks:12,14.3974
,81M, Num_Chunks:12,7.8661
,81M, Num_Chunks:12,7.5771
,81M, Num_Chunks:12,4.2238
,81M, Num_Chunks:12,4.6620
,81M, Num_Chunks:12,8.5415
,81M, Num_Chunks:12,4.8212
,81M, Num_Chunks:12,17.4960
,81M, Num_Chunks:12,3.7968
,82M, Num_Chunks:12,3.7581
,82M, Num_Chunks:12,4.0955
,82M, Num_Chunks:12,4.0869
,82M, Num_Chunks:12,14.0860
,82M, Num_Chunks:12,3.6727
,82M, Num_Chunks:12,7.8460
,82M, Num_Chunks:12,17.3443
,82M, Num_Chunks:12,3.7455
,82M, Num_Chunks:12,3.9064
,82M, Num_Chunks:12,5.6492
,83M, Num_Chunks:12,3.6251
,83M, Num_Chunks:12,14.1359
,83M, Num_Chunks:12,5.0892
,83M, Num_Chunks:12,4.1892
,83M, Num_Chunks:12,11.3873
,83M, Num_Chunks:12,3.7359
,83M, Num_Chunks:12,4.8324
,83M, Num_Chunks:12,4.1736
,83M, Num_Chunks:12,3.8619
,83M, Num_Chunks:12,3.9628
,84M, Num_Chunks:12,4.0601
,84M, Num_Chunks:12,13.0016
,84M, Num_Chunks:12,8.0287
,84M, Num_Chunks:12,10.3750
,84M, Num_Chunks:12,3.9833
,84M, Num_Chunks:12,9.1948
,84M, Num_Chunks:12,5.1220
,84M, Num_Chunks:12,3.6936
,84M, Num_Chunks:12,3.7499
,84M, Num_Chunks:12,4.3681
,85M, Num_Chunks:12,3.7995
,85M, Num_Chunks:12,3.7007
,85M, Num_Chunks:12,14.2741
,85M, Num_Chunks:12,6.1678
,85M, Num_Chunks:12,11.0067
,85M, Num_Chunks:12,4.3436
,85M, Num_Chunks:12,15.6473
,85M, Num_Chunks:12,3.6549
,85M, Num_Chunks:12,4.8493
,85M, Num_Chunks:12,14.8007
,86M, Num_Chunks:11,3.9524
,86M, Num_Chunks:11,3.9233
,86M, Num_Chunks:11,5.4841
,86M, Num_Chunks:11,5.3840
,86M, Num_Chunks:11,5.1488
,86M, Num_Chunks:11,4.0614
,86M, Num_Chunks:11,3.7911
,86M, Num_Chunks:11,4.9463
,86M, Num_Chunks:11,3.8644
,86M, Num_Chunks:11,17.9768
,87M, Num_Chunks:11,14.5515
,87M, Num_Chunks:11,4.1518
,87M, Num_Chunks:11,5.3156
,87M, Num_Chunks:11,3.9258
,87M, Num_Chunks:11,3.9649
,87M, Num_Chunks:11,16.7470
,87M, Num_Chunks:11,3.9458
,87M, Num_Chunks:11,4.3491
,87M, Num_Chunks:11,4.1774
,87M, Num_Chunks:11,3.9198
,88M, Num_Chunks:11,4.2542
,88M, Num_Chunks:11,3.8705
,88M, Num_Chunks:11,4.5665
,88M, Num_Chunks:11,3.9888
,88M, Num_Chunks:11,4.4782
,88M, Num_Chunks:11,4.1206
,88M, Num_Chunks:11,6.0290
,88M, Num_Chunks:11,4.3080
,88M, Num_Chunks:11,16.3112
,88M, Num_Chunks:11,5.1961
,89M, Num_Chunks:11,8.3760
,89M, Num_Chunks:11,4.2994
,89M, Num_Chunks:11,3.8660
,89M, Num_Chunks:11,3.9457
,89M, Num_Chunks:11,4.5802
,89M, Num_Chunks:11,4.1380
,89M, Num_Chunks:11,5.4537
,89M, Num_Chunks:11,4.7839
,89M, Num_Chunks:11,4.3919
,89M, Num_Chunks:11,4.2622
,90M, Num_Chunks:11,4.5361
,90M, Num_Chunks:11,5.6537
,90M, Num_Chunks:11,5.1879
,90M, Num_Chunks:11,3.9529
,90M, Num_Chunks:11,3.8661
,90M, Num_Chunks:11,3.7429
,90M, Num_Chunks:11,5.4228
,90M, Num_Chunks:11,4.4389
,90M, Num_Chunks:11,17.2863
,90M, Num_Chunks:11,3.8395
,91M, Num_Chunks:11,4.3211
,91M, Num_Chunks:11,3.9398
,91M, Num_Chunks:11,4.2886
,91M, Num_Chunks:11,3.8822
,91M, Num_Chunks:11,3.8844
,91M, Num_Chunks:11,4.1822
,91M, Num_Chunks:11,4.5160
,91M, Num_Chunks:11,9.0511
,91M, Num_Chunks:11,7.2469
,91M, Num_Chunks:11,4.2479
,92M, Num_Chunks:11,3.9420
,92M, Num_Chunks:11,3.8402
,92M, Num_Chunks:11,3.8102
,92M, Num_Chunks:11,3.8595
,92M, Num_Chunks:11,3.7828
,92M, Num_Chunks:11,13.0841
,92M, Num_Chunks:11,3.9267
,92M, Num_Chunks:11,5.1721
,92M, Num_Chunks:11,3.9871
,92M, Num_Chunks:11,5.2458
,93M, Num_Chunks:11,3.8239
,93M, Num_Chunks:11,8.7316
,93M, Num_Chunks:11,3.9405
,93M, Num_Chunks:11,4.0329
,93M, Num_Chunks:11,18.2029
,93M, Num_Chunks:11,11.1188
,93M, Num_Chunks:11,7.1119
,93M, Num_Chunks:11,7.9387
,93M, Num_Chunks:11,9.1783
,93M, Num_Chunks:11,3.8186
,94M, Num_Chunks:10,4.0318
,94M, Num_Chunks:10,8.6406
,94M, Num_Chunks:10,4.2902
,94M, Num_Chunks:10,5.3486
,94M, Num_Chunks:10,5.3821
,94M, Num_Chunks:10,17.5789
,94M, Num_Chunks:10,5.5478
,94M, Num_Chunks:10,4.0800
,94M, Num_Chunks:10,4.6678
,94M, Num_Chunks:10,5.6271
,95M, Num_Chunks:10,4.4617
,95M, Num_Chunks:10,4.4789
,95M, Num_Chunks:10,5.1182
,95M, Num_Chunks:10,4.2571
,95M, Num_Chunks:10,4.1185
,95M, Num_Chunks:10,4.0476
,95M, Num_Chunks:10,4.0024
,95M, Num_Chunks:10,18.4611
,95M, Num_Chunks:10,4.1356
,95M, Num_Chunks:10,6.4035
,96M, Num_Chunks:10,15.1667
,96M, Num_Chunks:10,4.5854
,96M, Num_Chunks:10,4.5412
,96M, Num_Chunks:10,4.1229
,96M, Num_Chunks:10,8.0678
,96M, Num_Chunks:10,4.3995
,96M, Num_Chunks:10,4.1075
,96M, Num_Chunks:10,4.1547
,96M, Num_Chunks:10,5.8879
,96M, Num_Chunks:10,4.0754
,97M, Num_Chunks:10,4.1596
,97M, Num_Chunks:10,4.2049
,97M, Num_Chunks:10,4.0549
,97M, Num_Chunks:10,8.8691
,97M, Num_Chunks:10,4.0973
,97M, Num_Chunks:10,5.9375
,97M, Num_Chunks:10,4.0288
,97M, Num_Chunks:10,3.9922
,97M, Num_Chunks:10,4.2981
,97M, Num_Chunks:10,4.0650
,98M, Num_Chunks:10,15.9440
,98M, Num_Chunks:10,4.1467
,98M, Num_Chunks:10,6.9991
,98M, Num_Chunks:10,4.1641
,98M, Num_Chunks:10,4.3952
,98M, Num_Chunks:10,4.3142
,98M, Num_Chunks:10,3.9969
,98M, Num_Chunks:10,4.3296
,98M, Num_Chunks:10,4.3184
,98M, Num_Chunks:10,4.1187
,99M, Num_Chunks:10,18.6494
,99M, Num_Chunks:10,4.2854
,99M, Num_Chunks:10,4.1781
,99M, Num_Chunks:10,4.4408
,99M, Num_Chunks:10,18.2007
,99M, Num_Chunks:10,6.0061
,99M, Num_Chunks:10,7.5565
,99M, Num_Chunks:10,4.1598
,99M, Num_Chunks:10,4.3297
,99M, Num_Chunks:10,4.1603
,100M, Num_Chunks:10,4.2784
,100M, Num_Chunks:10,4.2194
,100M, Num_Chunks:10,4.0047
,100M, Num_Chunks:10,5.9331
,100M, Num_Chunks:10,4.3174
,100M, Num_Chunks:10,4.3188
,100M, Num_Chunks:10,4.0801
,100M, Num_Chunks:10,4.7035
,100M, Num_Chunks:10,18.0583
,100M, Num_Chunks:10,4.0852
,101M, Num_Chunks:10,5.5634
,101M, Num_Chunks:10,4.0196
,101M, Num_Chunks:10,4.1765
,101M, Num_Chunks:10,5.7691
,101M, Num_Chunks:10,4.0625
,101M, Num_Chunks:10,4.2861
,101M, Num_Chunks:10,4.5767
,101M, Num_Chunks:10,4.6042
,101M, Num_Chunks:10,4.1769
,101M, Num_Chunks:10,6.6416
,102M, Num_Chunks:10,4.0939
,102M, Num_Chunks:10,4.0946
,102M, Num_Chunks:10,4.6003
,102M, Num_Chunks:10,4.1923
,102M, Num_Chunks:10,14.3441
,102M, Num_Chunks:10,4.1538
,102M, Num_Chunks:10,4.0764
,102M, Num_Chunks:10,10.1864
,102M, Num_Chunks:10,5.2381
,102M, Num_Chunks:10,5.0132
,103M, Num_Chunks:9,4.2976
,103M, Num_Chunks:9,4.9236
,103M, Num_Chunks:9,5.3589
,103M, Num_Chunks:9,4.2892
,103M, Num_Chunks:9,4.7629
,103M, Num_Chunks:9,4.3196
,103M, Num_Chunks:9,4.3575
,103M, Num_Chunks:9,18.9514
,103M, Num_Chunks:9,9.5370
,103M, Num_Chunks:9,4.3670
,104M, Num_Chunks:9,4.8423
,104M, Num_Chunks:9,4.5279
,104M, Num_Chunks:9,19.0509
,104M, Num_Chunks:9,4.2269
,104M, Num_Chunks:9,4.2824
,104M, Num_Chunks:9,4.7609
,104M, Num_Chunks:9,4.3479
,104M, Num_Chunks:9,19.1093
,104M, Num_Chunks:9,4.2232
,104M, Num_Chunks:9,4.2586
,105M, Num_Chunks:9,5.3655
,105M, Num_Chunks:9,4.3435
,105M, Num_Chunks:9,4.6894
,105M, Num_Chunks:9,6.7068
,105M, Num_Chunks:9,5.7339
,105M, Num_Chunks:9,4.2456
,105M, Num_Chunks:9,4.7668
,105M, Num_Chunks:9,4.2212
,105M, Num_Chunks:9,18.5894
,105M, Num_Chunks:9,4.8009
,106M, Num_Chunks:9,4.7245
,106M, Num_Chunks:9,4.2938
,106M, Num_Chunks:9,4.3319
,106M, Num_Chunks:9,5.1952
,106M, Num_Chunks:9,5.2248
,106M, Num_Chunks:9,4.8907
,106M, Num_Chunks:9,5.9048
,106M, Num_Chunks:9,6.7878
,106M, Num_Chunks:9,4.3411
,106M, Num_Chunks:9,4.2750
,107M, Num_Chunks:9,4.2213
,107M, Num_Chunks:9,5.3802
,107M, Num_Chunks:9,4.7473
,107M, Num_Chunks:9,4.3395
,107M, Num_Chunks:9,4.3458
,107M, Num_Chunks:9,4.7599
,107M, Num_Chunks:9,4.7888
,107M, Num_Chunks:9,18.1273
,107M, Num_Chunks:9,4.3756
,107M, Num_Chunks:9,5.6984
,108M, Num_Chunks:9,19.2144
,108M, Num_Chunks:9,19.0466
,108M, Num_Chunks:9,4.2424
,108M, Num_Chunks:9,4.3123
,108M, Num_Chunks:9,4.7709
,108M, Num_Chunks:9,5.7481
,108M, Num_Chunks:9,6.1042
,108M, Num_Chunks:9,4.4672
,108M, Num_Chunks:9,4.3666
,108M, Num_Chunks:9,8.2372
,109M, Num_Chunks:9,4.9356
,109M, Num_Chunks:9,4.3470
,109M, Num_Chunks:9,5.2936
,109M, Num_Chunks:9,5.9510
,109M, Num_Chunks:9,5.0676
,109M, Num_Chunks:9,18.8794
,109M, Num_Chunks:9,4.8984
,109M, Num_Chunks:9,5.8639
,109M, Num_Chunks:9,4.3581
,109M, Num_Chunks:9,4.3024
,110M, Num_Chunks:9,4.3786
,110M, Num_Chunks:9,5.6218
,110M, Num_Chunks:9,4.3061
,110M, Num_Chunks:9,4.3237
,110M, Num_Chunks:9,15.7618
,110M, Num_Chunks:9,4.8979
,110M, Num_Chunks:9,4.9463
,110M, Num_Chunks:9,10.6186
,110M, Num_Chunks:9,4.3225
,110M, Num_Chunks:9,4.9190
,111M, Num_Chunks:9,4.3253
,111M, Num_Chunks:9,4.6275
,111M, Num_Chunks:9,5.5024
,111M, Num_Chunks:9,4.3453
,111M, Num_Chunks:9,8.3571
,111M, Num_Chunks:9,4.2665
,111M, Num_Chunks:9,5.6852
,111M, Num_Chunks:9,4.3058
,111M, Num_Chunks:9,4.3231
,111M, Num_Chunks:9,4.2194
,112M, Num_Chunks:9,4.3898
,112M, Num_Chunks:9,5.9649
,112M, Num_Chunks:9,4.3822
,112M, Num_Chunks:9,4.6982
,112M, Num_Chunks:9,4.4105
,112M, Num_Chunks:9,4.7214
,112M, Num_Chunks:9,4.3462
,112M, Num_Chunks:9,4.3589
,112M, Num_Chunks:9,4.2494
,112M, Num_Chunks:9,4.2826
,113M, Num_Chunks:9,4.3001
,113M, Num_Chunks:9,4.3359
,113M, Num_Chunks:9,4.9218
,113M, Num_Chunks:9,4.2783
,113M, Num_Chunks:9,6.2836
,113M, Num_Chunks:9,4.4195
,113M, Num_Chunks:9,4.7143
,113M, Num_Chunks:9,4.3080
,113M, Num_Chunks:9,4.3379
,113M, Num_Chunks:9,4.4498
,114M, Num_Chunks:8,4.7352
,114M, Num_Chunks:8,4.8289
,114M, Num_Chunks:8,4.5975
,114M, Num_Chunks:8,18.9578
,114M, Num_Chunks:8,4.6679
,114M, Num_Chunks:8,4.7332
,114M, Num_Chunks:8,5.1610
,114M, Num_Chunks:8,4.6083
,114M, Num_Chunks:8,5.8906
,114M, Num_Chunks:8,9.0053
,115M, Num_Chunks:8,5.1260
,115M, Num_Chunks:8,4.6835
,115M, Num_Chunks:8,5.8938
,115M, Num_Chunks:8,6.6395
,115M, Num_Chunks:8,5.7357
,115M, Num_Chunks:8,8.6332
,115M, Num_Chunks:8,5.8314
,115M, Num_Chunks:8,6.1455
,115M, Num_Chunks:8,9.2435
,115M, Num_Chunks:8,5.6088
,116M, Num_Chunks:8,4.8319
,116M, Num_Chunks:8,15.0817
,116M, Num_Chunks:8,4.6146
,116M, Num_Chunks:8,4.5944
,116M, Num_Chunks:8,5.0875
,116M, Num_Chunks:8,4.5531
,116M, Num_Chunks:8,4.8607
,116M, Num_Chunks:8,5.1746
,116M, Num_Chunks:8,4.7095
,116M, Num_Chunks:8,6.5840
,117M, Num_Chunks:8,4.5111
,117M, Num_Chunks:8,11.2894
,117M, Num_Chunks:8,4.7319
,117M, Num_Chunks:8,4.6674
,117M, Num_Chunks:8,18.9014
,117M, Num_Chunks:8,4.9986
,117M, Num_Chunks:8,5.3182
,117M, Num_Chunks:8,5.9541
,117M, Num_Chunks:8,8.9330
,117M, Num_Chunks:8,10.0276
,118M, Num_Chunks:8,10.1201
,118M, Num_Chunks:8,19.1963
,118M, Num_Chunks:8,16.4021
,118M, Num_Chunks:8,4.6794
,118M, Num_Chunks:8,16.7043
,118M, Num_Chunks:8,4.5292
,118M, Num_Chunks:8,11.6429
,118M, Num_Chunks:8,17.9677
,118M, Num_Chunks:8,4.6741
,118M, Num_Chunks:8,16.3781
,119M, Num_Chunks:8,6.0163
,119M, Num_Chunks:8,5.1688
,119M, Num_Chunks:8,4.7609
,119M, Num_Chunks:8,4.6549
,119M, Num_Chunks:8,7.5538
,119M, Num_Chunks:8,19.6075
,119M, Num_Chunks:8,5.9092
,119M, Num_Chunks:8,5.0543
,119M, Num_Chunks:8,4.6422
,119M, Num_Chunks:8,4.7158
,120M, Num_Chunks:8,4.6544
,120M, Num_Chunks:8,4.7056
,120M, Num_Chunks:8,4.5724
,120M, Num_Chunks:8,16.5098
,120M, Num_Chunks:8,4.7459
,120M, Num_Chunks:8,4.6935
,120M, Num_Chunks:8,4.6893
,120M, Num_Chunks:8,4.7056
,120M, Num_Chunks:8,5.4976
,120M, Num_Chunks:8,4.6307
,121M, Num_Chunks:8,7.3395
,121M, Num_Chunks:8,5.5912
,121M, Num_Chunks:8,4.6130
,121M, Num_Chunks:8,19.1186
,121M, Num_Chunks:8,7.3216
,121M, Num_Chunks:8,4.6349
,121M, Num_Chunks:8,4.7445
,121M, Num_Chunks:8,16.4957
,121M, Num_Chunks:8,6.4977
,121M, Num_Chunks:8,16.3278
,122M, Num_Chunks:8,4.6830
,122M, Num_Chunks:8,5.6014
,122M, Num_Chunks:8,5.2256
,122M, Num_Chunks:8,4.6173
,122M, Num_Chunks:8,4.6236
,122M, Num_Chunks:8,4.7253
,122M, Num_Chunks:8,4.5819
,122M, Num_Chunks:8,4.6656
,122M, Num_Chunks:8,4.6269
,122M, Num_Chunks:8,4.9852
,123M, Num_Chunks:8,9.0977
,123M, Num_Chunks:8,4.7310
,123M, Num_Chunks:8,4.9148
,123M, Num_Chunks:8,4.6493
,123M, Num_Chunks:8,7.3017
,123M, Num_Chunks:8,5.2542
,123M, Num_Chunks:8,4.6512
,123M, Num_Chunks:8,4.6040
,123M, Num_Chunks:8,4.9220
,123M, Num_Chunks:8,4.6655
,124M, Num_Chunks:8,4.7138
,124M, Num_Chunks:8,4.6735
,124M, Num_Chunks:8,7.0309
,124M, Num_Chunks:8,4.5124
,124M, Num_Chunks:8,4.6278
,124M, Num_Chunks:8,5.6908
,124M, Num_Chunks:8,4.5154
,124M, Num_Chunks:8,4.6651
,124M, Num_Chunks:8,4.5065
,124M, Num_Chunks:8,10.4781
,125M, Num_Chunks:8,11.5618
,125M, Num_Chunks:8,5.0049
,125M, Num_Chunks:8,6.8039
,125M, Num_Chunks:8,6.1354
,125M, Num_Chunks:8,5.8523
,125M, Num_Chunks:8,9.9275
,125M, Num_Chunks:8,4.6538
,125M, Num_Chunks:8,4.6834
,125M, Num_Chunks:8,4.6992
,125M, Num_Chunks:8,4.4969
,126M, Num_Chunks:8,4.5444
,126M, Num_Chunks:8,4.8312
,126M, Num_Chunks:8,4.6748
,126M, Num_Chunks:8,5.7382
,126M, Num_Chunks:8,17.5949
,126M, Num_Chunks:8,4.7024
,126M, Num_Chunks:8,4.7425
,126M, Num_Chunks:8,4.5903
,126M, Num_Chunks:8,6.0361
,126M, Num_Chunks:8,4.6193
,127M, Num_Chunks:8,4.5946
,127M, Num_Chunks:8,10.4233
,127M, Num_Chunks:8,8.3603
,127M, Num_Chunks:8,4.5840
,127M, Num_Chunks:8,6.5174
,127M, Num_Chunks:8,4.6512
,127M, Num_Chunks:8,4.6819
,127M, Num_Chunks:8,20.4058
,127M, Num_Chunks:8,5.3698
,127M, Num_Chunks:8,7.3124
,128M, Num_Chunks:8,4.6051
,128M, Num_Chunks:8,5.1347
,128M, Num_Chunks:8,6.7459
,128M, Num_Chunks:8,5.1291
,128M, Num_Chunks:8,16.3608
,128M, Num_Chunks:8,16.2959
,128M, Num_Chunks:8,5.3577
,128M, Num_Chunks:8,4.6436
,128M, Num_Chunks:8,5.2255
,128M, Num_Chunks:8,4.8109
,129M, Num_Chunks:7,4.9691
,129M, Num_Chunks:7,7.2169
,129M, Num_Chunks:7,5.7601
,129M, Num_Chunks:7,5.4968
,129M, Num_Chunks:7,5.7033
,129M, Num_Chunks:7,4.9975
,129M, Num_Chunks:7,12.5938
,129M, Num_Chunks:7,5.2885
,129M, Num_Chunks:7,5.3352
,129M, Num_Chunks:7,12.8288
,130M, Num_Chunks:7,5.0210
,130M, Num_Chunks:7,5.0942
,130M, Num_Chunks:7,4.9679
,130M, Num_Chunks:7,6.0750
,130M, Num_Chunks:7,4.9188
,130M, Num_Chunks:7,8.0904
,130M, Num_Chunks:7,5.5372
,130M, Num_Chunks:7,5.1125
,130M, Num_Chunks:7,5.0453
,130M, Num_Chunks:7,5.9558
,131M, Num_Chunks:7,4.9405
,131M, Num_Chunks:7,5.5761
,131M, Num_Chunks:7,17.3463
,131M, Num_Chunks:7,6.2775
,131M, Num_Chunks:7,4.9724
,131M, Num_Chunks:7,4.9647
,131M, Num_Chunks:7,9.3418
,131M, Num_Chunks:7,7.0062
,131M, Num_Chunks:7,4.9218
,131M, Num_Chunks:7,5.4052
,132M, Num_Chunks:7,18.8731
,132M, Num_Chunks:7,7.8349
,132M, Num_Chunks:7,9.8201
,132M, Num_Chunks:7,20.1701
,132M, Num_Chunks:7,4.9314
,132M, Num_Chunks:7,5.0768
,132M, Num_Chunks:7,18.4584
,132M, Num_Chunks:7,7.1049
,132M, Num_Chunks:7,4.9653
,132M, Num_Chunks:7,17.0258
,133M, Num_Chunks:7,5.0255
,133M, Num_Chunks:7,10.1731
,133M, Num_Chunks:7,5.0688
,133M, Num_Chunks:7,5.0308
,133M, Num_Chunks:7,19.9068
,133M, Num_Chunks:7,4.9932
,133M, Num_Chunks:7,4.9400
,133M, Num_Chunks:7,5.0141
,133M, Num_Chunks:7,4.9425
,133M, Num_Chunks:7,20.1566
,134M, Num_Chunks:7,4.8743
,134M, Num_Chunks:7,5.0909
,134M, Num_Chunks:7,5.3560
,134M, Num_Chunks:7,4.9670
,134M, Num_Chunks:7,6.4706
,134M, Num_Chunks:7,5.4237
,134M, Num_Chunks:7,9.2788
,134M, Num_Chunks:7,4.9794
,134M, Num_Chunks:7,5.1590
,134M, Num_Chunks:7,7.5311
,135M, Num_Chunks:7,4.8830
,135M, Num_Chunks:7,4.9768
,135M, Num_Chunks:7,4.9326
,135M, Num_Chunks:7,19.6464
,135M, Num_Chunks:7,6.7343
,135M, Num_Chunks:7,6.1820
,135M, Num_Chunks:7,20.0305
,135M, Num_Chunks:7,4.9968
,135M, Num_Chunks:7,4.9033
,135M, Num_Chunks:7,5.8913
,136M, Num_Chunks:7,4.8404
,136M, Num_Chunks:7,5.8832
,136M, Num_Chunks:7,5.2341
,136M, Num_Chunks:7,5.4907
,136M, Num_Chunks:7,20.1699
,136M, Num_Chunks:7,5.1416
,136M, Num_Chunks:7,4.9536
,136M, Num_Chunks:7,4.9858
,136M, Num_Chunks:7,5.6957
,136M, Num_Chunks:7,5.6056
,137M, Num_Chunks:7,17.1060
,137M, Num_Chunks:7,6.9584
,137M, Num_Chunks:7,7.9228
,137M, Num_Chunks:7,5.0965
,137M, Num_Chunks:7,5.4959
,137M, Num_Chunks:7,5.0076
,137M, Num_Chunks:7,5.0700
,137M, Num_Chunks:7,5.1173
,137M, Num_Chunks:7,4.9849
,137M, Num_Chunks:7,5.0779
,138M, Num_Chunks:7,4.9528
,138M, Num_Chunks:7,7.3760
,138M, Num_Chunks:7,5.2709
,138M, Num_Chunks:7,4.9612
,138M, Num_Chunks:7,4.9384
,138M, Num_Chunks:7,5.9497
,138M, Num_Chunks:7,9.9653
,138M, Num_Chunks:7,5.5759
,138M, Num_Chunks:7,5.1737
,138M, Num_Chunks:7,4.9538
,139M, Num_Chunks:7,8.1142
,139M, Num_Chunks:7,5.5854
,139M, Num_Chunks:7,5.3403
,139M, Num_Chunks:7,5.3963
,139M, Num_Chunks:7,5.4766
,139M, Num_Chunks:7,5.0055
,139M, Num_Chunks:7,5.0552
,139M, Num_Chunks:7,5.0968
,139M, Num_Chunks:7,5.8029
,139M, Num_Chunks:7,8.4950
,140M, Num_Chunks:7,19.4624
,140M, Num_Chunks:7,5.6383
,140M, Num_Chunks:7,5.0309
,140M, Num_Chunks:7,5.0523
,140M, Num_Chunks:7,5.6810
,140M, Num_Chunks:7,5.0592
,140M, Num_Chunks:7,5.2555
,140M, Num_Chunks:7,5.0125
,140M, Num_Chunks:7,4.9753
,140M, Num_Chunks:7,5.5822
,141M, Num_Chunks:7,16.9909
,141M, Num_Chunks:7,5.0628
,141M, Num_Chunks:7,5.4728
,141M, Num_Chunks:7,5.3412
,141M, Num_Chunks:7,6.5011
,141M, Num_Chunks:7,5.2505
,141M, Num_Chunks:7,4.9472
,141M, Num_Chunks:7,5.0886
,141M, Num_Chunks:7,5.4668
,141M, Num_Chunks:7,6.2869
,142M, Num_Chunks:7,17.0500
,142M, Num_Chunks:7,4.9781
,142M, Num_Chunks:7,5.4977
,142M, Num_Chunks:7,5.3326
,142M, Num_Chunks:7,6.4235
,142M, Num_Chunks:7,6.6249
,142M, Num_Chunks:7,5.5948
,142M, Num_Chunks:7,4.9851
,142M, Num_Chunks:7,7.7060
,142M, Num_Chunks:7,7.4507
,143M, Num_Chunks:7,5.0130
,143M, Num_Chunks:7,5.3375
,143M, Num_Chunks:7,6.7797
,143M, Num_Chunks:7,4.9807
,143M, Num_Chunks:7,5.1083
,143M, Num_Chunks:7,4.9806
,143M, Num_Chunks:7,18.6371
,143M, Num_Chunks:7,10.8926
,143M, Num_Chunks:7,5.0135
,143M, Num_Chunks:7,5.1276
,144M, Num_Chunks:7,5.0467
,144M, Num_Chunks:7,20.1384
,144M, Num_Chunks:7,8.8336
,144M, Num_Chunks:7,5.3453
,144M, Num_Chunks:7,5.8873
,144M, Num_Chunks:7,5.1753
,144M, Num_Chunks:7,5.5576
,144M, Num_Chunks:7,20.1882
,144M, Num_Chunks:7,5.5331
,144M, Num_Chunks:7,5.0471
,145M, Num_Chunks:7,17.0086
,145M, Num_Chunks:7,5.5954
,145M, Num_Chunks:7,18.3845
,145M, Num_Chunks:7,5.6139
,145M, Num_Chunks:7,4.8838
,145M, Num_Chunks:7,5.3864
,145M, Num_Chunks:7,5.0999
,145M, Num_Chunks:7,16.9540
,145M, Num_Chunks:7,6.7778
,145M, Num_Chunks:7,5.2065
,146M, Num_Chunks:7,8.0065
,146M, Num_Chunks:7,5.0472
,146M, Num_Chunks:7,5.5395
,146M, Num_Chunks:7,5.4929
,146M, Num_Chunks:7,4.9964
,146M, Num_Chunks:7,5.6199
,146M, Num_Chunks:7,4.9203
,146M, Num_Chunks:7,12.8254
,146M, Num_Chunks:7,5.1318
,146M, Num_Chunks:7,7.1262
,147M, Num_Chunks:6,5.5765
,147M, Num_Chunks:6,5.5520
,147M, Num_Chunks:6,5.5887
,147M, Num_Chunks:6,5.7295
,147M, Num_Chunks:6,6.1667
,147M, Num_Chunks:6,8.7710
,147M, Num_Chunks:6,5.5352
