File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,74M, Num_Chunks:27,6.6396
,74M, Num_Chunks:27,14.8853
,74M, Num_Chunks:27,6.5656
,74M, Num_Chunks:27,6.7542
,74M, Num_Chunks:27,6.5000
,74M, Num_Chunks:27,6.7405
,74M, Num_Chunks:27,6.9568
,74M, Num_Chunks:27,7.3683
,75M, Num_Chunks:27,6.4531
,75M, Num_Chunks:27,7.2143
,75M, Num_Chunks:27,16.1558
,75M, Num_Chunks:27,7.3913
,75M, Num_Chunks:27,6.4855
,75M, Num_Chunks:27,6.9841
,75M, Num_Chunks:27,7.6436
,75M, Num_Chunks:27,6.7815
,75M, Num_Chunks:27,6.1274
,75M, Num_Chunks:27,7.0373
,76M, Num_Chunks:26,6.8822
,76M, Num_Chunks:26,15.6004
,76M, Num_Chunks:26,8.1776
,76M, Num_Chunks:26,6.9673
,76M, Num_Chunks:26,19.1009
,76M, Num_Chunks:26,19.1334
,76M, Num_Chunks:26,6.2787
,76M, Num_Chunks:26,7.5364
,76M, Num_Chunks:26,6.2330
,76M, Num_Chunks:26,8.7998
,77M, Num_Chunks:26,6.4789
,77M, Num_Chunks:26,6.5112
,77M, Num_Chunks:26,7.0316
,77M, Num_Chunks:26,6.8746
,77M, Num_Chunks:26,18.0228
,77M, Num_Chunks:26,19.1446
,77M, Num_Chunks:26,7.0874
,77M, Num_Chunks:26,7.0230
,77M, Num_Chunks:26,16.9238
,77M, Num_Chunks:26,7.1178
,78M, Num_Chunks:26,7.6128
,78M, Num_Chunks:26,7.4893
,78M, Num_Chunks:26,6.9567
,78M, Num_Chunks:26,6.8726
,78M, Num_Chunks:26,10.9473
,78M, Num_Chunks:26,7.0474
,78M, Num_Chunks:26,8.4292
,78M, Num_Chunks:26,7.6124
,78M, Num_Chunks:26,8.6755
,78M, Num_Chunks:26,7.4708
,79M, Num_Chunks:25,7.0516
,79M, Num_Chunks:25,6.8726
,79M, Num_Chunks:25,6.8247
,79M, Num_Chunks:25,6.5902
,79M, Num_Chunks:25,7.5318
,79M, Num_Chunks:25,6.8975
,79M, Num_Chunks:25,7.0353
,79M, Num_Chunks:25,9.5663
,79M, Num_Chunks:25,16.6283
,79M, Num_Chunks:25,15.7476
,80M, Num_Chunks:25,7.3569
,80M, Num_Chunks:25,7.8692
,80M, Num_Chunks:25,7.1647
,80M, Num_Chunks:25,6.8773
,80M, Num_Chunks:25,6.4436
,80M, Num_Chunks:25,7.3900
,80M, Num_Chunks:25,12.8138
,80M, Num_Chunks:25,16.1915
,80M, Num_Chunks:25,6.9569
,80M, Num_Chunks:25,19.7558
,81M, Num_Chunks:25,6.8900
,81M, Num_Chunks:25,7.5108
,81M, Num_Chunks:25,8.1705
,81M, Num_Chunks:25,16.0540
,81M, Num_Chunks:25,8.2015
,81M, Num_Chunks:25,6.7825
,81M, Num_Chunks:25,7.0032
,81M, Num_Chunks:25,6.4600
,81M, Num_Chunks:25,8.2116
,81M, Num_Chunks:25,16.4237
,82M, Num_Chunks:24,6.9165
,82M, Num_Chunks:24,6.0945
,82M, Num_Chunks:24,6.7266
,82M, Num_Chunks:24,9.4704
,82M, Num_Chunks:24,7.0430
,82M, Num_Chunks:24,7.7290
,82M, Num_Chunks:24,6.5698
,82M, Num_Chunks:24,10.7466
,82M, Num_Chunks:24,14.7963
,82M, Num_Chunks:24,19.0262
,83M, Num_Chunks:24,8.0656
,83M, Num_Chunks:24,6.1971
,83M, Num_Chunks:24,7.3600
,83M, Num_Chunks:24,7.0078
,83M, Num_Chunks:24,6.7808
,83M, Num_Chunks:24,6.5661
,83M, Num_Chunks:24,6.3667
,83M, Num_Chunks:24,6.5100
,83M, Num_Chunks:24,7.5791
,83M, Num_Chunks:24,7.3434
,84M, Num_Chunks:24,6.7884
,84M, Num_Chunks:24,7.5295
,84M, Num_Chunks:24,6.1179
,84M, Num_Chunks:24,8.8536
,84M, Num_Chunks:24,18.3563
,84M, Num_Chunks:24,6.9258
,84M, Num_Chunks:24,5.7504
,84M, Num_Chunks:24,7.1952
,84M, Num_Chunks:24,9.7898
,84M, Num_Chunks:24,16.4696
,85M, Num_Chunks:24,7.9466
,85M, Num_Chunks:24,7.2569
,85M, Num_Chunks:24,6.7488
,85M, Num_Chunks:24,5.8374
,85M, Num_Chunks:24,5.8911
,85M, Num_Chunks:24,5.8968
,85M, Num_Chunks:24,7.0225
,85M, Num_Chunks:24,9.7131
,85M, Num_Chunks:24,16.4440
,85M, Num_Chunks:24,10.5839
,86M, Num_Chunks:23,6.4360
,86M, Num_Chunks:23,7.4716
,86M, Num_Chunks:23,7.6479
,86M, Num_Chunks:23,16.5530
,86M, Num_Chunks:23,6.5461
,86M, Num_Chunks:23,7.8742
,86M, Num_Chunks:23,7.2726
,86M, Num_Chunks:23,6.3926
,86M, Num_Chunks:23,16.4000
,86M, Num_Chunks:23,6.4737
,87M, Num_Chunks:23,6.3459
,87M, Num_Chunks:23,17.8204
,87M, Num_Chunks:23,7.0713
,87M, Num_Chunks:23,9.0601
,87M, Num_Chunks:23,15.5513
,87M, Num_Chunks:23,7.8252
,87M, Num_Chunks:23,6.9279
,87M, Num_Chunks:23,6.2596
,87M, Num_Chunks:23,8.9918
,87M, Num_Chunks:23,8.2524
,88M, Num_Chunks:23,10.6299
,88M, Num_Chunks:23,6.7120
,88M, Num_Chunks:23,16.5852
,88M, Num_Chunks:23,5.5388
,88M, Num_Chunks:23,6.4775
,88M, Num_Chunks:23,8.1337
,88M, Num_Chunks:23,6.1610
,88M, Num_Chunks:23,7.5488
,88M, Num_Chunks:23,7.1415
,88M, Num_Chunks:23,7.4162
,89M, Num_Chunks:23,19.2068
,89M, Num_Chunks:23,5.9815
,89M, Num_Chunks:23,13.9950
,89M, Num_Chunks:23,7.7489
,89M, Num_Chunks:23,6.7637
,89M, Num_Chunks:23,6.0815
,89M, Num_Chunks:23,6.8369
,89M, Num_Chunks:23,7.3264
,89M, Num_Chunks:23,6.3775
,89M, Num_Chunks:23,5.9609
,90M, Num_Chunks:22,8.1720
,90M, Num_Chunks:22,7.1742
,90M, Num_Chunks:22,5.8827
,90M, Num_Chunks:22,6.6614
,90M, Num_Chunks:22,6.7331
,90M, Num_Chunks:22,7.2816
,90M, Num_Chunks:22,7.3876
,90M, Num_Chunks:22,7.0208
,90M, Num_Chunks:22,7.2542
,90M, Num_Chunks:22,7.7234
,91M, Num_Chunks:22,6.9962
,91M, Num_Chunks:22,6.6582
,91M, Num_Chunks:22,19.7034
,91M, Num_Chunks:22,7.4342
,91M, Num_Chunks:22,8.7577
,91M, Num_Chunks:22,8.6121
,91M, Num_Chunks:22,17.0065
,91M, Num_Chunks:22,6.8231
,91M, Num_Chunks:22,6.2093
,91M, Num_Chunks:22,7.0091
,92M, Num_Chunks:22,6.5532
,92M, Num_Chunks:22,6.1125
,92M, Num_Chunks:22,6.7554
,92M, Num_Chunks:22,6.9606
,92M, Num_Chunks:22,7.3241
,92M, Num_Chunks:22,6.7432
,92M, Num_Chunks:22,10.7496
,92M, Num_Chunks:22,6.9053
,92M, Num_Chunks:22,21.1858
,92M, Num_Chunks:22,7.9444
,93M, Num_Chunks:22,7.4093
,93M, Num_Chunks:22,20.0748
,93M, Num_Chunks:22,9.5598
,93M, Num_Chunks:22,5.7255
,93M, Num_Chunks:22,9.2349
,93M, Num_Chunks:22,7.0300
,93M, Num_Chunks:22,8.0255
,93M, Num_Chunks:22,7.5076
,93M, Num_Chunks:22,7.0161
,93M, Num_Chunks:22,8.3437
,94M, Num_Chunks:21,8.4352
,94M, Num_Chunks:21,6.7445
,94M, Num_Chunks:21,5.7871
,94M, Num_Chunks:21,6.6295
,94M, Num_Chunks:21,16.2185
,94M, Num_Chunks:21,10.2720
,94M, Num_Chunks:21,13.2920
,94M, Num_Chunks:21,6.1418
,94M, Num_Chunks:21,6.4382
,94M, Num_Chunks:21,10.7994
,95M, Num_Chunks:21,7.0851
,95M, Num_Chunks:21,7.4972
,95M, Num_Chunks:21,19.9592
,95M, Num_Chunks:21,17.0900
,95M, Num_Chunks:21,6.3642
,95M, Num_Chunks:21,6.7064
,95M, Num_Chunks:21,6.5235
,95M, Num_Chunks:21,7.6137
,95M, Num_Chunks:21,5.8906
,95M, Num_Chunks:21,9.1712
,96M, Num_Chunks:21,16.5867
,96M, Num_Chunks:21,7.5172
,96M, Num_Chunks:21,6.3153
,96M, Num_Chunks:21,7.0648
,96M, Num_Chunks:21,7.8514
,96M, Num_Chunks:21,6.7407
,96M, Num_Chunks:21,8.9243
,96M, Num_Chunks:21,8.0795
,96M, Num_Chunks:21,6.9579
,96M, Num_Chunks:21,8.0590
,97M, Num_Chunks:21,7.3931
,97M, Num_Chunks:21,6.8481
,97M, Num_Chunks:21,11.9092
,97M, Num_Chunks:21,18.1649
,97M, Num_Chunks:21,6.9583
,97M, Num_Chunks:21,8.1061
,97M, Num_Chunks:21,6.9861
,97M, Num_Chunks:21,7.1774
,97M, Num_Chunks:21,7.6243
,97M, Num_Chunks:21,6.9166
,98M, Num_Chunks:20,7.0777
,98M, Num_Chunks:20,19.2709
,98M, Num_Chunks:20,6.9577
,98M, Num_Chunks:20,7.8417
,98M, Num_Chunks:20,9.0111
,98M, Num_Chunks:20,6.2384
,98M, Num_Chunks:20,6.1368
,98M, Num_Chunks:20,8.3688
,98M, Num_Chunks:20,7.3917
,98M, Num_Chunks:20,6.7756
,99M, Num_Chunks:20,19.6735
,99M, Num_Chunks:20,7.5667
,99M, Num_Chunks:20,16.2750
,99M, Num_Chunks:20,6.6009
,99M, Num_Chunks:20,8.4302
,99M, Num_Chunks:20,6.9756
,99M, Num_Chunks:20,7.0209
,99M, Num_Chunks:20,7.1357
,99M, Num_Chunks:20,12.8155
,99M, Num_Chunks:20,8.4925
,100M, Num_Chunks:20,8.1013
,100M, Num_Chunks:20,7.1519
,100M, Num_Chunks:20,7.1103
,100M, Num_Chunks:20,7.2450
,100M, Num_Chunks:20,11.0030
,100M, Num_Chunks:20,8.3269
,100M, Num_Chunks:20,6.8764
,100M, Num_Chunks:20,16.7550
,100M, Num_Chunks:20,6.7647
,100M, Num_Chunks:20,8.0503
,101M, Num_Chunks:20,7.9330
,101M, Num_Chunks:20,9.7899
,101M, Num_Chunks:20,6.8723
,101M, Num_Chunks:20,8.3977
,101M, Num_Chunks:20,12.1066
,101M, Num_Chunks:20,11.8880
,101M, Num_Chunks:20,8.6530
,101M, Num_Chunks:20,6.9832
,101M, Num_Chunks:20,7.1682
,101M, Num_Chunks:20,7.2170
,102M, Num_Chunks:20,7.7470
,102M, Num_Chunks:20,7.5915
,102M, Num_Chunks:20,7.2707
,102M, Num_Chunks:20,8.7217
,102M, Num_Chunks:20,7.5447
,102M, Num_Chunks:20,19.6478
,102M, Num_Chunks:20,7.2570
,102M, Num_Chunks:20,9.0046
,102M, Num_Chunks:20,7.7028
,102M, Num_Chunks:20,6.5142
,103M, Num_Chunks:19,5.4862
,103M, Num_Chunks:19,7.9194
,103M, Num_Chunks:19,17.8927
,103M, Num_Chunks:19,6.7646
,103M, Num_Chunks:19,7.7551
,103M, Num_Chunks:19,19.8849
,103M, Num_Chunks:19,6.3306
,103M, Num_Chunks:19,6.6158
,103M, Num_Chunks:19,6.6091
,103M, Num_Chunks:19,6.9740
,104M, Num_Chunks:19,7.3360
,104M, Num_Chunks:19,8.5855
,104M, Num_Chunks:19,6.6592
,104M, Num_Chunks:19,7.0833
,104M, Num_Chunks:19,7.2029
,104M, Num_Chunks:19,6.6263
,104M, Num_Chunks:19,7.9364
,104M, Num_Chunks:19,7.4833
,104M, Num_Chunks:19,10.0679
,104M, Num_Chunks:19,8.3772
,105M, Num_Chunks:19,6.2094
,105M, Num_Chunks:19,7.0125
,105M, Num_Chunks:19,7.8665
,105M, Num_Chunks:19,7.1826
,105M, Num_Chunks:19,6.5491
,105M, Num_Chunks:19,18.7286
,105M, Num_Chunks:19,7.2869
,105M, Num_Chunks:19,6.1046
,105M, Num_Chunks:19,6.8499
,105M, Num_Chunks:19,7.0146
,106M, Num_Chunks:19,6.3411
,106M, Num_Chunks:19,8.6120
,106M, Num_Chunks:19,18.4309
,106M, Num_Chunks:19,6.2995
,106M, Num_Chunks:19,17.4787
,106M, Num_Chunks:19,6.2215
,106M, Num_Chunks:19,20.0879
,106M, Num_Chunks:19,7.4606
,106M, Num_Chunks:19,6.4959
,106M, Num_Chunks:19,7.1552
,107M, Num_Chunks:19,6.7761
,107M, Num_Chunks:19,6.6378
,107M, Num_Chunks:19,20.3014
,107M, Num_Chunks:19,8.0656
,107M, Num_Chunks:19,21.0431
,107M, Num_Chunks:19,7.3264
,107M, Num_Chunks:19,8.1941
,107M, Num_Chunks:19,6.9184
,107M, Num_Chunks:19,6.5051
,107M, Num_Chunks:19,7.1414
,108M, Num_Chunks:18,6.3622
,108M, Num_Chunks:18,7.8934
,108M, Num_Chunks:18,15.6954
,108M, Num_Chunks:18,7.0381
,108M, Num_Chunks:18,6.3752
,108M, Num_Chunks:18,6.5349
,108M, Num_Chunks:18,7.1501
,108M, Num_Chunks:18,14.2183
,108M, Num_Chunks:18,10.2739
,108M, Num_Chunks:18,8.6453
,109M, Num_Chunks:18,7.1130
,109M, Num_Chunks:18,5.7100
,109M, Num_Chunks:18,19.6107
,109M, Num_Chunks:18,10.0251
,109M, Num_Chunks:18,7.3346
,109M, Num_Chunks:18,7.9294
,109M, Num_Chunks:18,6.7690
,109M, Num_Chunks:18,8.6114
,109M, Num_Chunks:18,7.4811
,109M, Num_Chunks:18,7.2435
,110M, Num_Chunks:18,7.5026
,110M, Num_Chunks:18,7.5850
,110M, Num_Chunks:18,7.9730
,110M, Num_Chunks:18,8.2883
,110M, Num_Chunks:18,7.2984
,110M, Num_Chunks:18,7.5458
,110M, Num_Chunks:18,9.2069
,110M, Num_Chunks:18,7.2258
,110M, Num_Chunks:18,7.7309
,110M, Num_Chunks:18,7.1631
,111M, Num_Chunks:18,6.7722
,111M, Num_Chunks:18,8.4534
,111M, Num_Chunks:18,6.3832
,111M, Num_Chunks:18,8.4005
,111M, Num_Chunks:18,8.2505
,111M, Num_Chunks:18,10.5747
,111M, Num_Chunks:18,7.4481
,111M, Num_Chunks:18,8.7104
,111M, Num_Chunks:18,7.2895
,111M, Num_Chunks:18,6.6631
,112M, Num_Chunks:18,7.9026
,112M, Num_Chunks:18,8.7331
,112M, Num_Chunks:18,7.5622
,112M, Num_Chunks:18,7.1800
,112M, Num_Chunks:18,6.0180
,112M, Num_Chunks:18,7.4831
,112M, Num_Chunks:18,9.5216
,112M, Num_Chunks:18,8.7061
,112M, Num_Chunks:18,21.3946
,112M, Num_Chunks:18,7.0416
,113M, Num_Chunks:18,6.8668
,113M, Num_Chunks:18,8.4673
,113M, Num_Chunks:18,6.3569
,113M, Num_Chunks:18,7.3868
,113M, Num_Chunks:18,6.2631
,113M, Num_Chunks:18,9.7186
,113M, Num_Chunks:18,6.8627
,113M, Num_Chunks:18,6.6748
,113M, Num_Chunks:18,7.1347
,113M, Num_Chunks:18,7.3588
,114M, Num_Chunks:17,6.9818
,114M, Num_Chunks:17,7.7230
,114M, Num_Chunks:17,9.9890
,114M, Num_Chunks:17,20.8885
,114M, Num_Chunks:17,7.2981
,114M, Num_Chunks:17,7.2037
,114M, Num_Chunks:17,7.6692
,114M, Num_Chunks:17,6.9197
,114M, Num_Chunks:17,6.9933
,114M, Num_Chunks:17,6.5517
,115M, Num_Chunks:17,8.1877
,115M, Num_Chunks:17,7.5203
,115M, Num_Chunks:17,6.4407
,115M, Num_Chunks:17,8.8676
,115M, Num_Chunks:17,8.4045
,115M, Num_Chunks:17,18.2406
,115M, Num_Chunks:17,18.2987
,115M, Num_Chunks:17,10.4781
,115M, Num_Chunks:17,7.3929
,115M, Num_Chunks:17,8.2819
,116M, Num_Chunks:17,9.3093
,116M, Num_Chunks:17,20.8282
,116M, Num_Chunks:17,8.6134
,116M, Num_Chunks:17,7.9582
,116M, Num_Chunks:17,8.1822
,116M, Num_Chunks:17,6.7431
,116M, Num_Chunks:17,18.5341
,116M, Num_Chunks:17,7.1841
,116M, Num_Chunks:17,20.3230
,116M, Num_Chunks:17,7.7964
,117M, Num_Chunks:17,7.3725
,117M, Num_Chunks:17,8.8885
,117M, Num_Chunks:17,7.6820
,117M, Num_Chunks:17,6.1364
,117M, Num_Chunks:17,16.9027
,117M, Num_Chunks:17,10.9708
,117M, Num_Chunks:17,20.4154
,117M, Num_Chunks:17,7.2843
,117M, Num_Chunks:17,6.3209
,117M, Num_Chunks:17,8.1429
,118M, Num_Chunks:17,20.8358
,118M, Num_Chunks:17,6.8597
,118M, Num_Chunks:17,6.2420
,118M, Num_Chunks:17,8.0688
,118M, Num_Chunks:17,7.3211
,118M, Num_Chunks:17,9.6395
,118M, Num_Chunks:17,7.3209
,118M, Num_Chunks:17,10.1328
,118M, Num_Chunks:17,18.4560
,118M, Num_Chunks:17,7.9544
,119M, Num_Chunks:17,6.6309
,119M, Num_Chunks:17,21.4918
,119M, Num_Chunks:17,7.1892
,119M, Num_Chunks:17,7.5816
,119M, Num_Chunks:17,7.9495
,119M, Num_Chunks:17,19.1994
,119M, Num_Chunks:17,6.6254
,119M, Num_Chunks:17,6.5951
,119M, Num_Chunks:17,9.2893
,119M, Num_Chunks:17,9.6151
,120M, Num_Chunks:17,9.0115
,120M, Num_Chunks:17,9.1977
,120M, Num_Chunks:17,6.5216
,120M, Num_Chunks:17,6.6631
,120M, Num_Chunks:17,18.3613
,120M, Num_Chunks:17,10.1060
,120M, Num_Chunks:17,8.4506
,120M, Num_Chunks:17,7.4788
,120M, Num_Chunks:17,6.3000
,120M, Num_Chunks:17,10.8242
,121M, Num_Chunks:16,7.7333
,121M, Num_Chunks:16,9.8369
,121M, Num_Chunks:16,15.8016
,121M, Num_Chunks:16,7.5215
,121M, Num_Chunks:16,20.1729
,121M, Num_Chunks:16,6.5317
,121M, Num_Chunks:16,8.6249
,121M, Num_Chunks:16,7.8131
,121M, Num_Chunks:16,8.1836
,121M, Num_Chunks:16,9.0042
,122M, Num_Chunks:16,6.9938
,122M, Num_Chunks:16,13.6150
,122M, Num_Chunks:16,7.8090
,122M, Num_Chunks:16,7.7281
,122M, Num_Chunks:16,7.3551
,122M, Num_Chunks:16,7.9095
,122M, Num_Chunks:16,18.1849
,122M, Num_Chunks:16,10.3576
,122M, Num_Chunks:16,6.8298
,122M, Num_Chunks:16,9.0186
,123M, Num_Chunks:16,14.7597
,123M, Num_Chunks:16,8.6737
,123M, Num_Chunks:16,10.5748
,123M, Num_Chunks:16,8.4168
,123M, Num_Chunks:16,7.4445
,123M, Num_Chunks:16,18.7053
,123M, Num_Chunks:16,9.8540
,123M, Num_Chunks:16,10.6181
,123M, Num_Chunks:16,7.2166
,123M, Num_Chunks:16,7.6685
,124M, Num_Chunks:16,7.8106
,124M, Num_Chunks:16,8.3338
,124M, Num_Chunks:16,6.9885
,124M, Num_Chunks:16,7.4838
,124M, Num_Chunks:16,7.6679
,124M, Num_Chunks:16,7.4719
,124M, Num_Chunks:16,7.8821
,124M, Num_Chunks:16,13.9408
,124M, Num_Chunks:16,14.1584
,124M, Num_Chunks:16,7.8846
,125M, Num_Chunks:16,7.4374
,125M, Num_Chunks:16,8.7677
,125M, Num_Chunks:16,10.1250
,125M, Num_Chunks:16,8.1037
,125M, Num_Chunks:16,10.1271
,125M, Num_Chunks:16,7.8521
,125M, Num_Chunks:16,8.3519
,125M, Num_Chunks:16,7.4130
,125M, Num_Chunks:16,8.3624
,125M, Num_Chunks:16,6.2345
,126M, Num_Chunks:16,10.5437
,126M, Num_Chunks:16,10.4963
,126M, Num_Chunks:16,7.7359
,126M, Num_Chunks:16,8.0648
,126M, Num_Chunks:16,8.0294
,126M, Num_Chunks:16,10.3151
,126M, Num_Chunks:16,10.6812
,126M, Num_Chunks:16,9.4403
,126M, Num_Chunks:16,7.6639
,126M, Num_Chunks:16,8.2611
,127M, Num_Chunks:16,21.6351
,127M, Num_Chunks:16,7.4430
,127M, Num_Chunks:16,8.6412
,127M, Num_Chunks:16,18.4059
,127M, Num_Chunks:16,9.0266
,127M, Num_Chunks:16,9.9871
,127M, Num_Chunks:16,9.9695
,127M, Num_Chunks:16,7.5135
,127M, Num_Chunks:16,8.4249
,127M, Num_Chunks:16,21.8164
,128M, Num_Chunks:16,13.1235
,128M, Num_Chunks:16,9.0744
,128M, Num_Chunks:16,6.8404
,128M, Num_Chunks:16,9.2123
,128M, Num_Chunks:16,9.1145
,128M, Num_Chunks:16,8.4279
,128M, Num_Chunks:16,9.3448
,128M, Num_Chunks:16,19.4330
,128M, Num_Chunks:16,21.5772
,128M, Num_Chunks:16,12.5072
,129M, Num_Chunks:15,6.8154
,129M, Num_Chunks:15,11.2934
,129M, Num_Chunks:15,11.5547
,129M, Num_Chunks:15,8.6218
,129M, Num_Chunks:15,21.0834
,129M, Num_Chunks:15,8.5693
,129M, Num_Chunks:15,10.9421
,129M, Num_Chunks:15,7.1556
,129M, Num_Chunks:15,8.8844
,129M, Num_Chunks:15,9.7169
,130M, Num_Chunks:15,12.0215
,130M, Num_Chunks:15,7.6413
,130M, Num_Chunks:15,9.6537
,130M, Num_Chunks:15,9.3403
,130M, Num_Chunks:15,8.9912
,130M, Num_Chunks:15,13.4699
,130M, Num_Chunks:15,8.7892
,130M, Num_Chunks:15,7.0013
,130M, Num_Chunks:15,8.2015
,130M, Num_Chunks:15,8.8215
,131M, Num_Chunks:15,7.5989
,131M, Num_Chunks:15,7.8286
,131M, Num_Chunks:15,14.0500
,131M, Num_Chunks:15,9.2813
,131M, Num_Chunks:15,7.2755
,131M, Num_Chunks:15,8.1014
,131M, Num_Chunks:15,21.5801
,131M, Num_Chunks:15,10.5991
,131M, Num_Chunks:15,8.7726
,131M, Num_Chunks:15,22.0756
,132M, Num_Chunks:15,9.3360
,132M, Num_Chunks:15,21.7565
,132M, Num_Chunks:15,12.3342
,132M, Num_Chunks:15,8.6075
,132M, Num_Chunks:15,7.4284
,132M, Num_Chunks:15,21.9615
,132M, Num_Chunks:15,10.9806
,132M, Num_Chunks:15,8.6029
,132M, Num_Chunks:15,8.1385
,132M, Num_Chunks:15,11.7610
,133M, Num_Chunks:15,10.0455
,133M, Num_Chunks:15,9.3853
,133M, Num_Chunks:15,6.6343
,133M, Num_Chunks:15,7.4144
,133M, Num_Chunks:15,9.4028
,133M, Num_Chunks:15,7.1233
,133M, Num_Chunks:15,7.6268
,133M, Num_Chunks:15,8.0891
,133M, Num_Chunks:15,8.3787
,133M, Num_Chunks:15,8.7631
,134M, Num_Chunks:15,8.5915
,134M, Num_Chunks:15,19.1009
,134M, Num_Chunks:15,13.7431
,134M, Num_Chunks:15,8.1920
,134M, Num_Chunks:15,11.2030
,134M, Num_Chunks:15,7.5497
,134M, Num_Chunks:15,12.0925
,134M, Num_Chunks:15,8.4807
,134M, Num_Chunks:15,8.5155
,134M, Num_Chunks:15,9.1671
,135M, Num_Chunks:15,10.7077
,135M, Num_Chunks:15,7.5230
,135M, Num_Chunks:15,8.1668
,135M, Num_Chunks:15,8.6603
,135M, Num_Chunks:15,7.8071
,135M, Num_Chunks:15,10.0855
,135M, Num_Chunks:15,22.2061
,135M, Num_Chunks:15,7.4680
,135M, Num_Chunks:15,9.4645
,135M, Num_Chunks:15,6.6748
,136M, Num_Chunks:15,6.7086
,136M, Num_Chunks:15,8.2498
,136M, Num_Chunks:15,17.2121
,136M, Num_Chunks:15,9.9029
,136M, Num_Chunks:15,6.6702
,136M, Num_Chunks:15,7.2242
,136M, Num_Chunks:15,7.5196
,136M, Num_Chunks:15,8.7511
,136M, Num_Chunks:15,9.6544
,136M, Num_Chunks:15,7.1453
,137M, Num_Chunks:14,9.6048
,137M, Num_Chunks:14,7.6304
,137M, Num_Chunks:14,8.4025
,137M, Num_Chunks:14,8.1841
,137M, Num_Chunks:14,8.0886
,137M, Num_Chunks:14,7.4573
,137M, Num_Chunks:14,12.1422
,137M, Num_Chunks:14,10.1403
,137M, Num_Chunks:14,12.0971
,137M, Num_Chunks:14,8.9327
,138M, Num_Chunks:14,9.3468
,138M, Num_Chunks:14,10.0014
,138M, Num_Chunks:14,7.0443
,138M, Num_Chunks:14,10.0808
,138M, Num_Chunks:14,16.1890
,138M, Num_Chunks:14,10.4677
,138M, Num_Chunks:14,7.3662
,138M, Num_Chunks:14,8.1849
,138M, Num_Chunks:14,7.6291
,138M, Num_Chunks:14,8.6335
,139M, Num_Chunks:14,8.5159
,139M, Num_Chunks:14,15.6275
,139M, Num_Chunks:14,13.5824
,139M, Num_Chunks:14,13.6766
,139M, Num_Chunks:14,22.0082
,139M, Num_Chunks:14,7.5924
,139M, Num_Chunks:14,9.3939
,139M, Num_Chunks:14,7.7657
,139M, Num_Chunks:14,7.5797
,139M, Num_Chunks:14,18.5084
,140M, Num_Chunks:14,9.1595
,140M, Num_Chunks:14,11.7951
,140M, Num_Chunks:14,12.7161
,140M, Num_Chunks:14,10.6474
,140M, Num_Chunks:14,9.5772
,140M, Num_Chunks:14,6.9471
,140M, Num_Chunks:14,8.8894
,140M, Num_Chunks:14,9.4104
,140M, Num_Chunks:14,6.4164
,140M, Num_Chunks:14,7.1552
,141M, Num_Chunks:14,8.5450
,141M, Num_Chunks:14,10.2491
,141M, Num_Chunks:14,8.2233
,141M, Num_Chunks:14,9.4833
,141M, Num_Chunks:14,8.8497
,141M, Num_Chunks:14,8.9158
,141M, Num_Chunks:14,7.6538
,141M, Num_Chunks:14,7.1310
,141M, Num_Chunks:14,7.7542
,141M, Num_Chunks:14,8.7149
,142M, Num_Chunks:14,8.4931
,142M, Num_Chunks:14,8.6142
,142M, Num_Chunks:14,9.6147
,142M, Num_Chunks:14,7.8380
,142M, Num_Chunks:14,13.3366
,142M, Num_Chunks:14,8.4114
,142M, Num_Chunks:14,9.6980
,142M, Num_Chunks:14,15.2413
,142M, Num_Chunks:14,7.0196
,142M, Num_Chunks:14,22.4600
,143M, Num_Chunks:14,18.9800
,143M, Num_Chunks:14,7.5801
,143M, Num_Chunks:14,9.0193
,143M, Num_Chunks:14,14.4718
,143M, Num_Chunks:14,7.0611
,143M, Num_Chunks:14,9.1740
,143M, Num_Chunks:14,8.5354
,143M, Num_Chunks:14,9.3418
,143M, Num_Chunks:14,7.5509
,143M, Num_Chunks:14,7.4279
,144M, Num_Chunks:14,11.2249
,144M, Num_Chunks:14,8.5726
,144M, Num_Chunks:14,9.0637
,144M, Num_Chunks:14,10.5321
,144M, Num_Chunks:14,8.8459
,144M, Num_Chunks:14,9.8866
,144M, Num_Chunks:14,10.1780
,144M, Num_Chunks:14,19.5023
,144M, Num_Chunks:14,9.5264
,144M, Num_Chunks:14,8.8435
,145M, Num_Chunks:14,11.9086
,145M, Num_Chunks:14,12.0058
,145M, Num_Chunks:14,6.6322
,145M, Num_Chunks:14,7.4263
,145M, Num_Chunks:14,14.7431
,145M, Num_Chunks:14,22.3093
,145M, Num_Chunks:14,8.5356
,145M, Num_Chunks:14,6.8958
,145M, Num_Chunks:14,18.5783
,145M, Num_Chunks:14,11.6841
,146M, Num_Chunks:14,8.2304
,146M, Num_Chunks:14,8.7693
,146M, Num_Chunks:14,8.6620
,146M, Num_Chunks:14,9.4166
,146M, Num_Chunks:14,10.3517
,146M, Num_Chunks:14,14.3625
,146M, Num_Chunks:14,7.7854
,146M, Num_Chunks:14,8.2069
,146M, Num_Chunks:14,10.2214
,146M, Num_Chunks:14,8.3599
,147M, Num_Chunks:13,7.5253
,147M, Num_Chunks:13,8.9825
,147M, Num_Chunks:13,14.0133
,147M, Num_Chunks:13,8.2173
,147M, Num_Chunks:13,8.8256
,147M, Num_Chunks:13,9.0549
,147M, Num_Chunks:13,8.8601
