File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,294M, Num_Chunks:6,17.2719
,294M, Num_Chunks:6,11.4424
,294M, Num_Chunks:6,17.2592
,295M, Num_Chunks:6,12.2828
,295M, Num_Chunks:6,10.8969
,295M, Num_Chunks:6,11.5413
,295M, Num_Chunks:6,11.3383
,295M, Num_Chunks:6,12.1781
,295M, Num_Chunks:6,11.2456
,295M, Num_Chunks:6,11.9547
,295M, Num_Chunks:6,10.7379
,295M, Num_Chunks:6,12.1888
,295M, Num_Chunks:6,15.1132
,296M, Num_Chunks:6,14.4988
,296M, Num_Chunks:6,12.4381
,296M, Num_Chunks:6,10.8611
,296M, Num_Chunks:6,14.4258
,296M, Num_Chunks:6,23.0046
,296M, Num_Chunks:6,11.1752
,296M, Num_Chunks:6,11.1410
,296M, Num_Chunks:6,14.1830
,296M, Num_Chunks:6,12.6434
,296M, Num_Chunks:6,10.8884
,297M, Num_Chunks:6,12.5542
,297M, Num_Chunks:6,11.9767
,297M, Num_Chunks:6,14.2434
,297M, Num_Chunks:6,11.1811
,297M, Num_Chunks:6,13.6251
,297M, Num_Chunks:6,12.4677
,297M, Num_Chunks:6,12.1257
,297M, Num_Chunks:6,11.5220
,297M, Num_Chunks:6,11.0794
,297M, Num_Chunks:6,10.6845
,298M, Num_Chunks:6,11.1521
,298M, Num_Chunks:6,11.0429
,298M, Num_Chunks:6,10.7541
,298M, Num_Chunks:6,13.3022
,298M, Num_Chunks:6,10.8167
,298M, Num_Chunks:6,17.7787
,298M, Num_Chunks:6,12.9358
,298M, Num_Chunks:6,10.7820
,298M, Num_Chunks:6,20.2063
,298M, Num_Chunks:6,14.0946
,299M, Num_Chunks:6,11.0229
,299M, Num_Chunks:6,11.3119
,299M, Num_Chunks:6,11.7694
,299M, Num_Chunks:6,11.0682
,299M, Num_Chunks:6,13.6733
,299M, Num_Chunks:6,10.7904
,299M, Num_Chunks:6,10.9134
,299M, Num_Chunks:6,10.6323
,299M, Num_Chunks:6,10.9678
,299M, Num_Chunks:6,11.4812
,300M, Num_Chunks:6,18.2634
,300M, Num_Chunks:6,16.2792
,300M, Num_Chunks:6,15.0372
,300M, Num_Chunks:6,10.9101
,300M, Num_Chunks:6,14.3036
,300M, Num_Chunks:6,11.1583
,300M, Num_Chunks:6,11.1457
,300M, Num_Chunks:6,16.3216
,300M, Num_Chunks:6,14.2004
,300M, Num_Chunks:6,11.0611
,301M, Num_Chunks:6,12.8230
,301M, Num_Chunks:6,14.3947
,301M, Num_Chunks:6,10.7242
,301M, Num_Chunks:6,11.6982
,301M, Num_Chunks:6,12.1571
,301M, Num_Chunks:6,11.1097
,301M, Num_Chunks:6,26.8014
,301M, Num_Chunks:6,12.3775
,301M, Num_Chunks:6,11.0131
,301M, Num_Chunks:6,10.5764
,302M, Num_Chunks:6,11.1451
,302M, Num_Chunks:6,11.0848
,302M, Num_Chunks:6,22.8608
,302M, Num_Chunks:6,11.9346
,302M, Num_Chunks:6,14.9663
,302M, Num_Chunks:6,13.2237
,302M, Num_Chunks:6,18.6512
,302M, Num_Chunks:6,18.5641
,302M, Num_Chunks:6,14.1696
,302M, Num_Chunks:6,10.4920
,303M, Num_Chunks:6,11.2012
,303M, Num_Chunks:6,15.2264
,303M, Num_Chunks:6,10.6070
,303M, Num_Chunks:6,18.0943
,303M, Num_Chunks:6,10.6525
,303M, Num_Chunks:6,14.2926
,303M, Num_Chunks:6,10.6610
,303M, Num_Chunks:6,10.6313
,303M, Num_Chunks:6,10.9473
,303M, Num_Chunks:6,11.5371
,304M, Num_Chunks:6,14.1890
,304M, Num_Chunks:6,12.2902
,304M, Num_Chunks:6,11.9448
,304M, Num_Chunks:6,11.3159
,304M, Num_Chunks:6,11.8107
,304M, Num_Chunks:6,14.7791
,304M, Num_Chunks:6,17.5098
,304M, Num_Chunks:6,11.9071
,304M, Num_Chunks:6,13.3119
,304M, Num_Chunks:6,12.6094
,305M, Num_Chunks:6,14.1823
,305M, Num_Chunks:6,11.2696
,305M, Num_Chunks:6,10.6417
,305M, Num_Chunks:6,19.6395
,305M, Num_Chunks:6,12.1068
,305M, Num_Chunks:6,22.9216
,305M, Num_Chunks:6,12.0118
,305M, Num_Chunks:6,11.4804
,305M, Num_Chunks:6,11.4312
,305M, Num_Chunks:6,26.3198
,306M, Num_Chunks:6,26.8527
,306M, Num_Chunks:6,10.9580
,306M, Num_Chunks:6,22.8906
,306M, Num_Chunks:6,10.9809
,306M, Num_Chunks:6,23.1300
,306M, Num_Chunks:6,15.5549
,306M, Num_Chunks:6,11.1372
,306M, Num_Chunks:6,12.7792
,306M, Num_Chunks:6,23.0466
,306M, Num_Chunks:6,19.3768
,307M, Num_Chunks:6,12.9383
,307M, Num_Chunks:6,11.8624
,307M, Num_Chunks:6,16.1825
,307M, Num_Chunks:6,11.1548
,307M, Num_Chunks:6,10.7407
,307M, Num_Chunks:6,10.5878
,307M, Num_Chunks:6,12.4408
,307M, Num_Chunks:6,11.2103
,307M, Num_Chunks:6,15.8330
,307M, Num_Chunks:6,15.9056
,308M, Num_Chunks:6,11.3184
,308M, Num_Chunks:6,15.7206
,308M, Num_Chunks:6,12.9328
,308M, Num_Chunks:6,12.8886
,308M, Num_Chunks:6,13.5192
,308M, Num_Chunks:6,12.7847
,308M, Num_Chunks:6,10.8906
,308M, Num_Chunks:6,18.2783
,308M, Num_Chunks:6,12.2250
,308M, Num_Chunks:6,22.6185
,309M, Num_Chunks:6,10.8074
,309M, Num_Chunks:6,11.1915
,309M, Num_Chunks:6,10.8594
,309M, Num_Chunks:6,13.2634
,309M, Num_Chunks:6,11.3177
,309M, Num_Chunks:6,13.0114
,309M, Num_Chunks:6,23.0588
,309M, Num_Chunks:6,10.8292
,309M, Num_Chunks:6,14.2992
,309M, Num_Chunks:6,11.6955
,310M, Num_Chunks:6,17.3976
,310M, Num_Chunks:6,22.7903
,310M, Num_Chunks:6,16.6750
,310M, Num_Chunks:6,13.9027
,310M, Num_Chunks:6,10.8071
,310M, Num_Chunks:6,14.7400
,310M, Num_Chunks:6,11.6001
,310M, Num_Chunks:6,14.8193
,310M, Num_Chunks:6,11.6303
,310M, Num_Chunks:6,11.3266
,311M, Num_Chunks:6,27.1473
,311M, Num_Chunks:6,12.2624
,311M, Num_Chunks:6,20.7923
,311M, Num_Chunks:6,10.7499
,311M, Num_Chunks:6,10.7916
,311M, Num_Chunks:6,23.2115
,311M, Num_Chunks:6,11.2645
,311M, Num_Chunks:6,10.9379
,311M, Num_Chunks:6,12.8780
,311M, Num_Chunks:6,10.8740
,312M, Num_Chunks:6,11.4667
,312M, Num_Chunks:6,10.2454
,312M, Num_Chunks:6,13.5239
,312M, Num_Chunks:6,11.2490
,312M, Num_Chunks:6,10.6806
,312M, Num_Chunks:6,11.2007
,312M, Num_Chunks:6,15.8910
,312M, Num_Chunks:6,11.6424
,312M, Num_Chunks:6,19.4028
,312M, Num_Chunks:6,11.5155
,313M, Num_Chunks:6,12.1203
,313M, Num_Chunks:6,14.6797
,313M, Num_Chunks:6,11.8813
,313M, Num_Chunks:6,11.1895
,313M, Num_Chunks:6,20.9371
,313M, Num_Chunks:6,10.8227
,313M, Num_Chunks:6,16.6168
,313M, Num_Chunks:6,11.1755
,313M, Num_Chunks:6,13.0148
,313M, Num_Chunks:6,11.7595
,314M, Num_Chunks:6,12.0430
,314M, Num_Chunks:6,11.3455
,314M, Num_Chunks:6,11.1064
,314M, Num_Chunks:6,11.1615
,314M, Num_Chunks:6,18.2540
,314M, Num_Chunks:6,10.5362
,314M, Num_Chunks:6,14.4184
,314M, Num_Chunks:6,10.7073
,314M, Num_Chunks:6,14.0552
,314M, Num_Chunks:6,10.6076
,315M, Num_Chunks:6,11.1990
,315M, Num_Chunks:6,12.1654
,315M, Num_Chunks:6,26.3419
,315M, Num_Chunks:6,23.6857
,315M, Num_Chunks:6,11.1151
,315M, Num_Chunks:6,23.0619
,315M, Num_Chunks:6,16.9313
,315M, Num_Chunks:6,14.3882
,315M, Num_Chunks:6,11.1292
,315M, Num_Chunks:6,11.8101
,316M, Num_Chunks:6,20.1671
,316M, Num_Chunks:6,11.5830
,316M, Num_Chunks:6,15.8414
,316M, Num_Chunks:6,11.3323
,316M, Num_Chunks:6,22.2295
,316M, Num_Chunks:6,17.5028
,316M, Num_Chunks:6,12.1101
,316M, Num_Chunks:6,10.6113
,316M, Num_Chunks:6,13.9171
,316M, Num_Chunks:6,10.5348
,317M, Num_Chunks:6,11.5719
,317M, Num_Chunks:6,11.0429
,317M, Num_Chunks:6,11.1914
,317M, Num_Chunks:6,11.5389
,317M, Num_Chunks:6,10.8125
,317M, Num_Chunks:6,11.2082
,317M, Num_Chunks:6,14.5196
,317M, Num_Chunks:6,13.9676
,317M, Num_Chunks:6,11.5924
,317M, Num_Chunks:6,13.7749
,318M, Num_Chunks:6,11.7784
,318M, Num_Chunks:6,12.0941
,318M, Num_Chunks:6,16.7154
,318M, Num_Chunks:6,16.6826
,318M, Num_Chunks:6,22.4244
,318M, Num_Chunks:6,11.1010
,318M, Num_Chunks:6,11.5839
,318M, Num_Chunks:6,10.7876
,318M, Num_Chunks:6,11.4156
,318M, Num_Chunks:6,19.0633
,319M, Num_Chunks:6,11.8111
,319M, Num_Chunks:6,11.1420
,319M, Num_Chunks:6,18.9037
,319M, Num_Chunks:6,21.6785
,319M, Num_Chunks:6,11.9848
,319M, Num_Chunks:6,13.6050
,319M, Num_Chunks:6,15.3330
,319M, Num_Chunks:6,12.0471
,319M, Num_Chunks:6,14.5226
,319M, Num_Chunks:6,22.8915
,320M, Num_Chunks:6,18.3594
,320M, Num_Chunks:6,10.7521
,320M, Num_Chunks:6,21.7971
,320M, Num_Chunks:6,12.2367
,320M, Num_Chunks:6,26.8279
,320M, Num_Chunks:6,11.1862
,320M, Num_Chunks:6,16.3490
,320M, Num_Chunks:6,11.3778
,320M, Num_Chunks:6,18.4013
,320M, Num_Chunks:6,11.4320
,321M, Num_Chunks:6,11.1106
,321M, Num_Chunks:6,26.9913
,321M, Num_Chunks:6,11.9801
,321M, Num_Chunks:6,12.4815
,321M, Num_Chunks:6,11.9303
,321M, Num_Chunks:6,16.2452
,321M, Num_Chunks:6,20.1592
,321M, Num_Chunks:6,12.0927
,321M, Num_Chunks:6,14.7446
,321M, Num_Chunks:6,11.5943
,322M, Num_Chunks:6,10.8880
,322M, Num_Chunks:6,11.2436
,322M, Num_Chunks:6,11.1360
,322M, Num_Chunks:6,11.6627
,322M, Num_Chunks:6,10.7152
,322M, Num_Chunks:6,11.2852
,322M, Num_Chunks:6,11.0151
,322M, Num_Chunks:6,12.7902
,322M, Num_Chunks:6,12.0009
,322M, Num_Chunks:6,11.1067
,323M, Num_Chunks:6,15.5428
,323M, Num_Chunks:6,16.0647
,323M, Num_Chunks:6,12.3994
,323M, Num_Chunks:6,11.2258
,323M, Num_Chunks:6,14.3448
,323M, Num_Chunks:6,11.9091
,323M, Num_Chunks:6,26.6575
,323M, Num_Chunks:6,24.0909
,323M, Num_Chunks:6,11.1910
,323M, Num_Chunks:6,10.9404
,324M, Num_Chunks:6,10.6773
,324M, Num_Chunks:6,14.4568
,324M, Num_Chunks:6,12.3558
,324M, Num_Chunks:6,26.6151
,324M, Num_Chunks:6,16.7882
,324M, Num_Chunks:6,17.3040
,324M, Num_Chunks:6,11.2563
,324M, Num_Chunks:6,22.6498
,324M, Num_Chunks:6,23.4065
,324M, Num_Chunks:6,13.0033
,325M, Num_Chunks:6,10.8728
,325M, Num_Chunks:6,12.3823
,325M, Num_Chunks:6,12.9748
,325M, Num_Chunks:6,12.0635
,325M, Num_Chunks:6,20.5311
,325M, Num_Chunks:6,10.8594
,325M, Num_Chunks:6,15.8571
,325M, Num_Chunks:6,13.5969
,325M, Num_Chunks:6,11.8930
,325M, Num_Chunks:6,12.3860
,326M, Num_Chunks:6,11.7657
,326M, Num_Chunks:6,11.0027
,326M, Num_Chunks:6,13.3380
,326M, Num_Chunks:6,14.6736
,326M, Num_Chunks:6,12.0820
,326M, Num_Chunks:6,10.7243
,326M, Num_Chunks:6,11.4004
,326M, Num_Chunks:6,11.1318
,326M, Num_Chunks:6,13.3585
,326M, Num_Chunks:6,19.5627
,327M, Num_Chunks:6,21.7762
,327M, Num_Chunks:6,11.7060
,327M, Num_Chunks:6,11.6414
,327M, Num_Chunks:6,10.7998
,327M, Num_Chunks:6,13.6210
,327M, Num_Chunks:6,10.7338
,327M, Num_Chunks:6,26.8136
,327M, Num_Chunks:6,11.6524
,327M, Num_Chunks:6,10.6699
,327M, Num_Chunks:6,12.3104
,328M, Num_Chunks:6,13.7951
,328M, Num_Chunks:6,15.2000
,328M, Num_Chunks:6,13.4782
,328M, Num_Chunks:6,12.3206
,328M, Num_Chunks:6,12.1816
,328M, Num_Chunks:6,12.9724
,328M, Num_Chunks:6,12.2421
,328M, Num_Chunks:6,11.5947
,328M, Num_Chunks:6,14.1589
,328M, Num_Chunks:6,13.3873
,329M, Num_Chunks:6,11.6878
,329M, Num_Chunks:6,13.6081
,329M, Num_Chunks:6,10.9139
,329M, Num_Chunks:6,13.0420
,329M, Num_Chunks:6,15.7072
,329M, Num_Chunks:6,10.7255
,329M, Num_Chunks:6,12.2975
,329M, Num_Chunks:6,12.1070
,329M, Num_Chunks:6,19.2260
,329M, Num_Chunks:6,16.0006
,330M, Num_Chunks:6,13.9050
,330M, Num_Chunks:6,13.8712
,330M, Num_Chunks:6,13.9801
,330M, Num_Chunks:6,10.9355
,330M, Num_Chunks:6,15.9978
,330M, Num_Chunks:6,13.6085
,330M, Num_Chunks:6,13.2773
,330M, Num_Chunks:6,12.9620
,330M, Num_Chunks:6,18.2496
,330M, Num_Chunks:6,10.9113
,331M, Num_Chunks:6,12.6311
,331M, Num_Chunks:6,12.5648
,331M, Num_Chunks:6,10.5822
,331M, Num_Chunks:6,11.1411
,331M, Num_Chunks:6,26.6737
,331M, Num_Chunks:6,11.9628
,331M, Num_Chunks:6,11.3339
,331M, Num_Chunks:6,12.6479
,331M, Num_Chunks:6,11.2268
,331M, Num_Chunks:6,10.6543
,332M, Num_Chunks:6,13.7648
,332M, Num_Chunks:6,12.2921
,332M, Num_Chunks:6,10.7258
,332M, Num_Chunks:6,12.4577
,332M, Num_Chunks:6,11.0140
,332M, Num_Chunks:6,11.0430
,332M, Num_Chunks:6,16.8416
,332M, Num_Chunks:6,13.6540
,332M, Num_Chunks:6,11.3476
,332M, Num_Chunks:6,12.2196
,333M, Num_Chunks:6,22.9376
,333M, Num_Chunks:6,13.6381
,333M, Num_Chunks:6,10.8016
,333M, Num_Chunks:6,11.1558
,333M, Num_Chunks:6,10.9523
,333M, Num_Chunks:6,10.7502
,333M, Num_Chunks:6,11.8638
,333M, Num_Chunks:6,12.6105
,333M, Num_Chunks:6,11.0140
,333M, Num_Chunks:6,11.0879
,334M, Num_Chunks:6,13.8317
,334M, Num_Chunks:6,11.4046
,334M, Num_Chunks:6,10.7126
,334M, Num_Chunks:6,11.5779
,334M, Num_Chunks:6,11.9734
,334M, Num_Chunks:6,10.9140
,334M, Num_Chunks:6,11.7850
,334M, Num_Chunks:6,19.1994
,334M, Num_Chunks:6,22.9967
,334M, Num_Chunks:6,11.2106
,335M, Num_Chunks:6,13.1131
,335M, Num_Chunks:6,11.3190
,335M, Num_Chunks:6,10.7589
,335M, Num_Chunks:6,22.0151
,335M, Num_Chunks:6,16.9156
,335M, Num_Chunks:6,11.5662
,335M, Num_Chunks:6,18.0997
,335M, Num_Chunks:6,14.5561
,335M, Num_Chunks:6,23.6521
,335M, Num_Chunks:6,11.8247
,336M, Num_Chunks:6,10.5411
,336M, Num_Chunks:6,14.3666
,336M, Num_Chunks:6,16.5846
,336M, Num_Chunks:6,11.2730
,336M, Num_Chunks:6,13.8039
,336M, Num_Chunks:6,11.3473
,336M, Num_Chunks:6,11.2606
,336M, Num_Chunks:6,11.3692
,336M, Num_Chunks:6,10.7493
,336M, Num_Chunks:6,19.1612
,337M, Num_Chunks:6,12.4091
,337M, Num_Chunks:6,11.0504
,337M, Num_Chunks:6,16.9337
,337M, Num_Chunks:6,11.4919
,337M, Num_Chunks:6,19.7011
,337M, Num_Chunks:6,10.2183
,337M, Num_Chunks:6,14.6709
,337M, Num_Chunks:6,10.6972
,337M, Num_Chunks:6,13.1470
,337M, Num_Chunks:6,15.0188
,338M, Num_Chunks:6,14.5852
,338M, Num_Chunks:6,13.2277
,338M, Num_Chunks:6,11.8405
,338M, Num_Chunks:6,10.9669
,338M, Num_Chunks:6,14.2812
,338M, Num_Chunks:6,10.7840
,338M, Num_Chunks:6,11.0012
,338M, Num_Chunks:6,10.5115
,338M, Num_Chunks:6,11.6676
,338M, Num_Chunks:6,10.9580
,339M, Num_Chunks:6,10.6959
,339M, Num_Chunks:6,11.0823
,339M, Num_Chunks:6,11.6320
,339M, Num_Chunks:6,12.7629
,339M, Num_Chunks:6,14.5152
,339M, Num_Chunks:6,13.2241
,339M, Num_Chunks:6,10.8099
,339M, Num_Chunks:6,11.6996
,339M, Num_Chunks:6,14.7920
,339M, Num_Chunks:6,11.9018
,340M, Num_Chunks:6,14.6940
,340M, Num_Chunks:6,13.2260
,340M, Num_Chunks:6,16.0270
,340M, Num_Chunks:6,19.2425
,340M, Num_Chunks:6,26.5422
,340M, Num_Chunks:6,10.8340
,340M, Num_Chunks:6,11.1184
,340M, Num_Chunks:6,22.4170
,340M, Num_Chunks:6,11.3662
,340M, Num_Chunks:6,13.7968
,341M, Num_Chunks:6,16.1957
,341M, Num_Chunks:6,12.1951
,341M, Num_Chunks:6,13.6437
,341M, Num_Chunks:6,11.4367
,341M, Num_Chunks:6,15.7321
,341M, Num_Chunks:6,10.7294
,341M, Num_Chunks:6,12.6502
,341M, Num_Chunks:6,11.7508
,341M, Num_Chunks:6,14.3990
,341M, Num_Chunks:6,11.8933
