File Name,Chunk Size (MB),Number of Chunks,Run Time (Seconds)
,496M, Num_Chunks:8,33.9709
,471M, Num_Chunks:8,26.3691
,471M, Num_Chunks:8,29.5867
,496M, Num_Chunks:8,40.4088
,471M, Num_Chunks:8,33.7350
,496M, Num_Chunks:8,29.0707
,471M, Num_Chunks:8,28.6948
,496M, Num_Chunks:8,28.4380
,471M, Num_Chunks:8,25.8588
,496M, Num_Chunks:8,26.1921
,496M, Num_Chunks:8,28.1423
,471M, Num_Chunks:8,34.4315
,472M, Num_Chunks:8,28.1039
,497M, Num_Chunks:8,35.1837
,497M, Num_Chunks:8,25.3274
,472M, Num_Chunks:8,32.3762
,497M, Num_Chunks:8,31.6913
,472M, Num_Chunks:8,31.6895
,472M, Num_Chunks:8,34.8066
,497M, Num_Chunks:8,34.8395
,472M, Num_Chunks:8,38.9510
,497M, Num_Chunks:8,38.9364
,472M, Num_Chunks:8,31.6459
,497M, Num_Chunks:8,42.9276
,472M, Num_Chunks:8,30.5847
,497M, Num_Chunks:8,26.6476
,497M, Num_Chunks:8,26.4789
,472M, Num_Chunks:8,41.2780
,497M, Num_Chunks:8,26.1338
,472M, Num_Chunks:8,25.1632
,497M, Num_Chunks:8,30.5496
,472M, Num_Chunks:8,26.3790
,498M, Num_Chunks:8,36.3725
,473M, Num_Chunks:8,34.1529
,473M, Num_Chunks:8,35.9866
,498M, Num_Chunks:8,36.0788
,473M, Num_Chunks:8,29.8632
,498M, Num_Chunks:8,36.3242
,473M, Num_Chunks:8,26.8208
,498M, Num_Chunks:8,27.5563
,498M, Num_Chunks:8,26.1608
,473M, Num_Chunks:8,33.3755
,498M, Num_Chunks:8,33.1492
,473M, Num_Chunks:8,33.1431
,498M, Num_Chunks:8,29.7572
,473M, Num_Chunks:8,41.1281
,498M, Num_Chunks:8,30.1374
,473M, Num_Chunks:8,29.4608
,498M, Num_Chunks:8,38.7029
,473M, Num_Chunks:8,28.0150
,473M, Num_Chunks:8,33.6513
,498M, Num_Chunks:8,33.7010
,499M, Num_Chunks:8,33.3183
,474M, Num_Chunks:8,39.9597
,499M, Num_Chunks:8,33.4542
,474M, Num_Chunks:8,26.8730
,474M, Num_Chunks:8,25.3462
,499M, Num_Chunks:8,47.3418
,474M, Num_Chunks:8,31.0452
,499M, Num_Chunks:8,26.4903
,474M, Num_Chunks:8,37.7566
,499M, Num_Chunks:8,27.2924
,474M, Num_Chunks:8,27.0794
,499M, Num_Chunks:8,26.3908
,499M, Num_Chunks:8,26.5087
,474M, Num_Chunks:8,40.2075
,499M, Num_Chunks:8,27.6222
,474M, Num_Chunks:8,26.3725
,499M, Num_Chunks:8,28.1027
,474M, Num_Chunks:8,28.1518
,499M, Num_Chunks:8,27.2408
,474M, Num_Chunks:8,28.2427
,500M, Num_Chunks:8,28.4715
,475M, Num_Chunks:8,32.2068
,500M, Num_Chunks:8,31.1980
,475M, Num_Chunks:8,26.5656
,500M, Num_Chunks:8,28.4470
,475M, Num_Chunks:8,34.2495
,500M, Num_Chunks:8,30.0074
,475M, Num_Chunks:8,28.3250
,500M, Num_Chunks:8,30.0030
,475M, Num_Chunks:8,26.8582
,475M, Num_Chunks:8,26.4916
,500M, Num_Chunks:8,39.9737
,500M, Num_Chunks:8,27.0168
,475M, Num_Chunks:8,39.7892
,500M, Num_Chunks:8,28.2192
,475M, Num_Chunks:8,29.2547
,500M, Num_Chunks:8,33.0254
,475M, Num_Chunks:8,47.3651
,500M, Num_Chunks:8,30.0976
,501M, Num_Chunks:8,24.1608
,475M, Num_Chunks:8,38.8957
,501M, Num_Chunks:8,29.4939
,476M, Num_Chunks:8,30.1640
,501M, Num_Chunks:8,27.5846
,476M, Num_Chunks:8,26.7877
,476M, Num_Chunks:8,31.5298
,501M, Num_Chunks:8,38.0232
,501M, Num_Chunks:8,34.0500
,501M, Num_Chunks:8,22.0067
,476M, Num_Chunks:8,62.8720
,476M, Num_Chunks:8,26.5144
,501M, Num_Chunks:8,33.3363
,501M, Num_Chunks:8,27.1841
,476M, Num_Chunks:8,36.9655
,501M, Num_Chunks:8,27.4059
,476M, Num_Chunks:8,26.7710
,501M, Num_Chunks:8,32.4783
,476M, Num_Chunks:8,29.4978
,476M, Num_Chunks:8,26.8899
,502M, Num_Chunks:8,38.9132
,502M, Num_Chunks:8,26.5418
,476M, Num_Chunks:8,34.8817
,477M, Num_Chunks:8,28.2363
,502M, Num_Chunks:8,30.7367
,502M, Num_Chunks:8,31.4234
,477M, Num_Chunks:8,31.4789
,477M, Num_Chunks:8,31.4536
,502M, Num_Chunks:8,33.3505
,502M, Num_Chunks:8,26.8292
,477M, Num_Chunks:8,28.7130
,502M, Num_Chunks:8,25.9295
,477M, Num_Chunks:8,34.8445
,477M, Num_Chunks:8,25.3738
,502M, Num_Chunks:8,34.3207
,502M, Num_Chunks:8,28.9534
,477M, Num_Chunks:8,29.0126
,502M, Num_Chunks:8,37.2008
,477M, Num_Chunks:8,37.2022
,477M, Num_Chunks:8,29.6824
,503M, Num_Chunks:8,37.6018
,477M, Num_Chunks:8,33.7291
,503M, Num_Chunks:8,47.6180
,478M, Num_Chunks:8,35.3410
,503M, Num_Chunks:8,41.2262
,478M, Num_Chunks:8,27.6880
,478M, Num_Chunks:8,28.5574
,503M, Num_Chunks:8,35.0518
,503M, Num_Chunks:8,25.1939
,478M, Num_Chunks:8,37.6957
,503M, Num_Chunks:8,37.0893
,478M, Num_Chunks:8,31.0646
,478M, Num_Chunks:8,37.1029
,503M, Num_Chunks:8,37.1288
,478M, Num_Chunks:8,28.2065
,503M, Num_Chunks:8,35.9864
,503M, Num_Chunks:8,26.2923
,478M, Num_Chunks:8,34.1193
,503M, Num_Chunks:8,33.9022
,478M, Num_Chunks:8,33.8956
,478M, Num_Chunks:8,30.6473
,504M, Num_Chunks:8,40.3411
,479M, Num_Chunks:8,28.2960
,504M, Num_Chunks:8,27.7302
,479M, Num_Chunks:8,26.5825
,504M, Num_Chunks:8,29.0897
,479M, Num_Chunks:8,31.9589
,504M, Num_Chunks:8,31.4800
,479M, Num_Chunks:8,40.1746
,504M, Num_Chunks:8,29.0390
,504M, Num_Chunks:8,28.9827
,479M, Num_Chunks:8,36.6126
,479M, Num_Chunks:8,28.4369
,504M, Num_Chunks:8,36.0782
,479M, Num_Chunks:8,27.8866
,504M, Num_Chunks:8,28.9005
,504M, Num_Chunks:8,28.7558
,479M, Num_Chunks:8,36.9730
,504M, Num_Chunks:8,26.3731
,479M, Num_Chunks:8,36.4853
,505M, Num_Chunks:8,25.3528
,505M, Num_Chunks:8,28.2186
,479M, Num_Chunks:8,36.3082
,505M, Num_Chunks:8,31.1191
,480M, Num_Chunks:8,31.0982
,505M, Num_Chunks:8,32.1675
,480M, Num_Chunks:8,43.9621
,505M, Num_Chunks:8,28.8650
,480M, Num_Chunks:8,28.3237
,505M, Num_Chunks:8,31.6037
,480M, Num_Chunks:8,26.6741
,480M, Num_Chunks:8,26.8011
,505M, Num_Chunks:8,33.1421
,480M, Num_Chunks:8,28.4465
,505M, Num_Chunks:8,28.4330
,480M, Num_Chunks:8,27.6288
,505M, Num_Chunks:8,34.0608
,480M, Num_Chunks:8,32.8998
,505M, Num_Chunks:8,33.3717
,506M, Num_Chunks:8,27.2485
,480M, Num_Chunks:8,34.2104
,480M, Num_Chunks:8,28.1355
,506M, Num_Chunks:8,47.2282
,481M, Num_Chunks:8,39.0078
,506M, Num_Chunks:8,34.4562
,481M, Num_Chunks:8,32.1863
,506M, Num_Chunks:8,27.8947
,481M, Num_Chunks:8,28.0342
,506M, Num_Chunks:8,26.1275
,506M, Num_Chunks:8,26.7238
,481M, Num_Chunks:8,35.0424
,506M, Num_Chunks:8,33.7448
,481M, Num_Chunks:8,33.7186
,506M, Num_Chunks:8,30.2923
,481M, Num_Chunks:8,39.3859
,506M, Num_Chunks:8,31.5579
,481M, Num_Chunks:8,35.0421
,506M, Num_Chunks:8,27.2620
,481M, Num_Chunks:8,30.3651
,507M, Num_Chunks:8,28.3198
,481M, Num_Chunks:8,25.2251
,507M, Num_Chunks:8,30.2666
,481M, Num_Chunks:8,39.1948
,507M, Num_Chunks:8,41.3715
,482M, Num_Chunks:8,34.6313
,507M, Num_Chunks:8,33.3688
,482M, Num_Chunks:8,27.1517
,507M, Num_Chunks:8,28.8618
,482M, Num_Chunks:8,26.5027
,507M, Num_Chunks:8,33.7373
,482M, Num_Chunks:8,27.5464
,482M, Num_Chunks:8,27.1964
,507M, Num_Chunks:8,33.6042
,482M, Num_Chunks:8,32.3817
,507M, Num_Chunks:8,33.3345
,507M, Num_Chunks:8,23.6034
,482M, Num_Chunks:8,37.7257
,482M, Num_Chunks:8,25.0438
,507M, Num_Chunks:8,39.2958
,482M, Num_Chunks:8,27.8228
,508M, Num_Chunks:8,27.9017
,482M, Num_Chunks:8,28.6486
,508M, Num_Chunks:8,27.1370
,483M, Num_Chunks:8,28.5806
,508M, Num_Chunks:8,29.0427
,508M, Num_Chunks:8,24.7452
,483M, Num_Chunks:8,31.2977
,508M, Num_Chunks:8,32.9238
,483M, Num_Chunks:8,39.1167
,508M, Num_Chunks:8,25.2729
,508M, Num_Chunks:8,29.1345
,483M, Num_Chunks:8,48.2029
,483M, Num_Chunks:8,29.2190
,508M, Num_Chunks:8,29.2350
,508M, Num_Chunks:8,28.4243
,483M, Num_Chunks:8,42.6489
,508M, Num_Chunks:8,28.5143
,483M, Num_Chunks:8,38.7364
,509M, Num_Chunks:8,34.1608
,483M, Num_Chunks:8,26.0986
,509M, Num_Chunks:8,28.6456
,509M, Num_Chunks:8,22.3244
,483M, Num_Chunks:8,40.6903
,483M, Num_Chunks:8,26.3776
,509M, Num_Chunks:8,32.4903
,509M, Num_Chunks:8,28.8913
,484M, Num_Chunks:8,28.9191
,509M, Num_Chunks:8,30.1166
,484M, Num_Chunks:8,45.8741
,509M, Num_Chunks:8,29.1690
,484M, Num_Chunks:8,36.9814
,509M, Num_Chunks:8,33.2963
,484M, Num_Chunks:8,31.5933
,509M, Num_Chunks:8,29.5638
,484M, Num_Chunks:8,37.5550
,509M, Num_Chunks:8,29.8609
,484M, Num_Chunks:8,29.0402
,510M, Num_Chunks:8,43.2894
,484M, Num_Chunks:8,26.1529
,510M, Num_Chunks:8,30.7449
,484M, Num_Chunks:8,25.7110
,510M, Num_Chunks:8,28.7528
,484M, Num_Chunks:8,28.4937
,484M, Num_Chunks:8,29.1625
,510M, Num_Chunks:8,35.7761
,510M, Num_Chunks:8,28.5138
,485M, Num_Chunks:8,37.1673
,485M, Num_Chunks:8,24.9583
,510M, Num_Chunks:8,33.6168
,485M, Num_Chunks:8,28.5448
,510M, Num_Chunks:8,34.9828
,510M, Num_Chunks:8,24.9116
,485M, Num_Chunks:8,43.7840
,510M, Num_Chunks:8,25.5397
,485M, Num_Chunks:8,28.1483
,510M, Num_Chunks:8,34.5971
,485M, Num_Chunks:8,26.6586
,485M, Num_Chunks:8,27.6106
,511M, Num_Chunks:8,34.7061
,511M, Num_Chunks:8,29.4395
,485M, Num_Chunks:8,29.4472
,511M, Num_Chunks:8,34.4857
,485M, Num_Chunks:8,40.2791
,511M, Num_Chunks:8,32.4262
,485M, Num_Chunks:8,33.1936
,511M, Num_Chunks:8,27.1621
,486M, Num_Chunks:8,26.6032
,511M, Num_Chunks:8,36.8119
,486M, Num_Chunks:8,30.8496
,486M, Num_Chunks:8,27.6886
,511M, Num_Chunks:8,40.1804
,511M, Num_Chunks:8,29.5568
,486M, Num_Chunks:8,42.0309
,511M, Num_Chunks:8,25.9652
,486M, Num_Chunks:8,31.8473
,511M, Num_Chunks:8,24.8471
,486M, Num_Chunks:8,26.2766
,512M, Num_Chunks:8,29.9508
,486M, Num_Chunks:8,28.7989
,486M, Num_Chunks:8,27.3064
,512M, Num_Chunks:8,33.4987
,512M, Num_Chunks:8,30.7447
,486M, Num_Chunks:8,30.7648
,512M, Num_Chunks:8,31.0884
,486M, Num_Chunks:8,31.0959
,487M, Num_Chunks:8,34.0463
,512M, Num_Chunks:8,34.0961
,512M, Num_Chunks:8,28.1313
,487M, Num_Chunks:8,28.1707
,487M, Num_Chunks:8,41.6120
,512M, Num_Chunks:8,41.6841
,487M, Num_Chunks:8,26.0972
,512M, Num_Chunks:8,36.0081
,487M, Num_Chunks:8,29.4851
,512M, Num_Chunks:8,28.6863
,487M, Num_Chunks:8,27.8452
,512M, Num_Chunks:8,26.2659
,513M, Num_Chunks:7,28.2455
,487M, Num_Chunks:8,35.8511
,487M, Num_Chunks:8,29.3018
,513M, Num_Chunks:7,41.1080
,487M, Num_Chunks:8,30.9920
,513M, Num_Chunks:7,29.1882
,487M, Num_Chunks:8,34.1953
,513M, Num_Chunks:7,30.1558
,488M, Num_Chunks:8,26.2898
,513M, Num_Chunks:7,32.6303
,488M, Num_Chunks:8,29.2630
,513M, Num_Chunks:7,35.2138
,488M, Num_Chunks:8,27.6342
,488M, Num_Chunks:8,22.6398
,513M, Num_Chunks:7,38.4875
,488M, Num_Chunks:8,26.5797
,513M, Num_Chunks:7,28.3492
,488M, Num_Chunks:8,29.3696
,513M, Num_Chunks:7,32.9747
,488M, Num_Chunks:8,36.0956
,513M, Num_Chunks:7,30.2329
,488M, Num_Chunks:8,28.0819
,514M, Num_Chunks:7,29.3615
,488M, Num_Chunks:8,28.4054
,514M, Num_Chunks:7,27.0575
,488M, Num_Chunks:8,27.6891
,514M, Num_Chunks:7,28.0662
,489M, Num_Chunks:8,28.9940
,514M, Num_Chunks:7,24.6138
,489M, Num_Chunks:8,26.2802
,514M, Num_Chunks:7,31.9517
,514M, Num_Chunks:7,29.9410
,489M, Num_Chunks:8,37.5587
,489M, Num_Chunks:8,28.7346
,514M, Num_Chunks:7,28.7830
,514M, Num_Chunks:7,28.2801
,489M, Num_Chunks:8,34.5666
,489M, Num_Chunks:8,31.2610
,514M, Num_Chunks:7,37.5581
,489M, Num_Chunks:8,32.1167
,514M, Num_Chunks:7,44.0324
,489M, Num_Chunks:8,32.4716
,515M, Num_Chunks:7,29.4582
,489M, Num_Chunks:8,28.6664
,515M, Num_Chunks:7,31.3152
,489M, Num_Chunks:8,32.7644
,515M, Num_Chunks:7,31.4526
,490M, Num_Chunks:8,31.4898
,515M, Num_Chunks:7,27.3431
,490M, Num_Chunks:8,29.2103
,515M, Num_Chunks:7,29.2049
,490M, Num_Chunks:8,30.4484
,515M, Num_Chunks:7,30.9672
,490M, Num_Chunks:8,31.6972
,515M, Num_Chunks:7,33.5899
,490M, Num_Chunks:8,32.0298
,515M, Num_Chunks:7,24.7798
,490M, Num_Chunks:8,31.7207
,515M, Num_Chunks:7,30.4510
,515M, Num_Chunks:7,27.9799
,490M, Num_Chunks:8,34.5419
,516M, Num_Chunks:7,28.1079
,490M, Num_Chunks:8,28.4598
,490M, Num_Chunks:8,26.1916
,516M, Num_Chunks:7,39.6228
,490M, Num_Chunks:8,33.2847
,516M, Num_Chunks:7,32.3817
,491M, Num_Chunks:8,34.6288
,516M, Num_Chunks:7,29.0256
,516M, Num_Chunks:7,29.0137
,491M, Num_Chunks:8,29.0282
,491M, Num_Chunks:8,30.4842
,516M, Num_Chunks:7,30.5197
,491M, Num_Chunks:8,27.5070
,516M, Num_Chunks:7,34.4981
,491M, Num_Chunks:8,28.8776
,516M, Num_Chunks:7,29.5606
,491M, Num_Chunks:8,33.3176
,516M, Num_Chunks:7,27.4887
,491M, Num_Chunks:8,34.3120
,516M, Num_Chunks:7,40.1284
,491M, Num_Chunks:8,26.5653
,517M, Num_Chunks:7,36.2349
,491M, Num_Chunks:8,31.7830
,517M, Num_Chunks:7,30.1261
,491M, Num_Chunks:8,27.2204
,517M, Num_Chunks:7,40.5851
,492M, Num_Chunks:8,29.0905
,492M, Num_Chunks:8,38.8094
,517M, Num_Chunks:7,38.8372
,492M, Num_Chunks:8,29.6038
,517M, Num_Chunks:7,39.9914
,492M, Num_Chunks:8,27.8997
,517M, Num_Chunks:7,29.2330
,492M, Num_Chunks:8,30.2600
,517M, Num_Chunks:7,29.3245
,492M, Num_Chunks:8,26.9090
,517M, Num_Chunks:7,32.8541
,492M, Num_Chunks:8,25.6316
,492M, Num_Chunks:8,27.1106
,517M, Num_Chunks:7,36.0094
,492M, Num_Chunks:8,33.5583
,517M, Num_Chunks:7,33.5714
,492M, Num_Chunks:8,26.0760
,518M, Num_Chunks:7,27.7591
,493M, Num_Chunks:8,23.0299
,518M, Num_Chunks:7,27.8031
,518M, Num_Chunks:7,26.6109
,493M, Num_Chunks:8,40.2156
,493M, Num_Chunks:8,23.0415
,518M, Num_Chunks:7,32.4415
,518M, Num_Chunks:7,37.2027
,493M, Num_Chunks:8,45.6807
,493M, Num_Chunks:8,26.4920
,518M, Num_Chunks:7,39.1701
,518M, Num_Chunks:7,27.9170
,493M, Num_Chunks:8,34.4240
,518M, Num_Chunks:7,29.2962
,493M, Num_Chunks:8,45.8831
,518M, Num_Chunks:7,31.8045
,493M, Num_Chunks:8,37.8021
,518M, Num_Chunks:7,29.2129
,493M, Num_Chunks:8,28.8107
,519M, Num_Chunks:7,29.6407
,519M, Num_Chunks:7,29.2829
,493M, Num_Chunks:8,36.7266
,519M, Num_Chunks:7,29.0423
,494M, Num_Chunks:8,43.5722
,519M, Num_Chunks:7,36.9598
,494M, Num_Chunks:8,24.0779
,494M, Num_Chunks:8,29.8677
,519M, Num_Chunks:7,31.5960
,494M, Num_Chunks:8,28.5463
,519M, Num_Chunks:7,30.7853
,494M, Num_Chunks:8,28.4218
,519M, Num_Chunks:7,28.0649
,494M, Num_Chunks:8,27.6161
,519M, Num_Chunks:7,39.4839
,494M, Num_Chunks:8,31.8432
,519M, Num_Chunks:7,30.4046
,494M, Num_Chunks:8,35.4263
,519M, Num_Chunks:7,30.4519
,494M, Num_Chunks:8,32.6978
,520M, Num_Chunks:7,43.6171
,494M, Num_Chunks:8,25.4426
,495M, Num_Chunks:8,24.8329
,520M, Num_Chunks:7,31.9624
,495M, Num_Chunks:8,30.7445
,520M, Num_Chunks:7,30.7466
,520M, Num_Chunks:7,27.9242
,495M, Num_Chunks:8,34.2535
,520M, Num_Chunks:7,29.0194
,495M, Num_Chunks:8,34.1709
,520M, Num_Chunks:7,30.5712
,495M, Num_Chunks:8,39.8047
,520M, Num_Chunks:7,34.2078
,495M, Num_Chunks:8,25.9437
,520M, Num_Chunks:7,31.1639
,495M, Num_Chunks:8,24.7301
,495M, Num_Chunks:8,24.4753
,520M, Num_Chunks:7,43.4721
,495M, Num_Chunks:8,27.2544
,520M, Num_Chunks:7,40.5716
,495M, Num_Chunks:8,26.3093
,521M, Num_Chunks:7,28.8662
,496M, Num_Chunks:8,30.7378
,521M, Num_Chunks:7,29.0681
,496M, Num_Chunks:8,33.8603
,496M, Num_Chunks:8,26.5346
,521M, Num_Chunks:7,39.2665
,521M, Num_Chunks:7,28.4104
,496M, Num_Chunks:8,34.4783
,496M, Num_Chunks:8,25.3714
,521M, Num_Chunks:7,27.9761
,521M, Num_Chunks:7,29.4411
,496M, Num_Chunks:8,32.0781
,496M, Num_Chunks:8,23.4772
,521M, Num_Chunks:7,30.4315
,521M, Num_Chunks:7,29.5000
,496M, Num_Chunks:8,36.4585
,496M, Num_Chunks:8,31.5531
,521M, Num_Chunks:7,31.6037
,521M, Num_Chunks:7,29.8155
,496M, Num_Chunks:8,35.5778
,522M, Num_Chunks:7,29.5386
,497M, Num_Chunks:8,29.5752
,497M, Num_Chunks:8,33.1681
,522M, Num_Chunks:7,44.9643
,497M, Num_Chunks:8,34.0710
,522M, Num_Chunks:7,28.0582
,497M, Num_Chunks:8,27.9927
,522M, Num_Chunks:7,46.7961
,497M, Num_Chunks:8,25.5999
,497M, Num_Chunks:8,26.1073
,522M, Num_Chunks:7,42.3142
,497M, Num_Chunks:8,29.7500
,522M, Num_Chunks:7,29.7126
,497M, Num_Chunks:8,30.6612
,522M, Num_Chunks:7,27.8367
,497M, Num_Chunks:8,24.9388
,522M, Num_Chunks:7,32.7541
,497M, Num_Chunks:8,31.1297
,498M, Num_Chunks:8,27.9996
,522M, Num_Chunks:7,44.7754
,498M, Num_Chunks:8,28.0077
,522M, Num_Chunks:7,35.7744
,498M, Num_Chunks:8,28.1729
,523M, Num_Chunks:7,29.6891
,498M, Num_Chunks:8,21.6776
,523M, Num_Chunks:7,19.9811
,498M, Num_Chunks:8,23.7450
,523M, Num_Chunks:7,25.9660
,498M, Num_Chunks:8,24.4174
,523M, Num_Chunks:7,24.6234
,498M, Num_Chunks:8,31.9779
,523M, Num_Chunks:7,21.9578
,523M, Num_Chunks:7,36.8208
,498M, Num_Chunks:8,36.8272
,498M, Num_Chunks:8,27.1225
,523M, Num_Chunks:7,34.1363
,498M, Num_Chunks:8,21.3524
,499M, Num_Chunks:8,19.0740
,523M, Num_Chunks:7,39.4310
,499M, Num_Chunks:8,28.4670
,523M, Num_Chunks:7,28.0122
,499M, Num_Chunks:8,32.2950
,523M, Num_Chunks:7,33.0135
,499M, Num_Chunks:8,29.5183
,524M, Num_Chunks:7,29.8291
,499M, Num_Chunks:8,21.4632
,499M, Num_Chunks:8,21.7960
,524M, Num_Chunks:7,42.8146
,524M, Num_Chunks:7,19.2419
,499M, Num_Chunks:8,32.0176
,499M, Num_Chunks:8,27.5971
,524M, Num_Chunks:7,34.2574
,524M, Num_Chunks:7,28.7039
,499M, Num_Chunks:8,35.3309
,499M, Num_Chunks:8,26.1604
,524M, Num_Chunks:7,32.8161
,500M, Num_Chunks:8,25.4299
,524M, Num_Chunks:7,31.9683
,500M, Num_Chunks:8,25.9335
,524M, Num_Chunks:7,27.2157
,524M, Num_Chunks:7,21.3828
,500M, Num_Chunks:8,35.9407
,524M, Num_Chunks:7,25.4399
,500M, Num_Chunks:8,26.6935
,525M, Num_Chunks:7,35.4719
,500M, Num_Chunks:8,34.8085
,525M, Num_Chunks:7,25.5759
,500M, Num_Chunks:8,34.7773
,525M, Num_Chunks:7,26.4630
,500M, Num_Chunks:8,19.5853
,525M, Num_Chunks:7,23.6922
,500M, Num_Chunks:8,22.0864
,525M, Num_Chunks:7,28.9127
,500M, Num_Chunks:8,27.6428
,500M, Num_Chunks:8,42.3773
,525M, Num_Chunks:7,70.4422
,501M, Num_Chunks:8,27.3830
,525M, Num_Chunks:7,27.1069
,501M, Num_Chunks:8,27.5602
,501M, Num_Chunks:8,23.9716
,525M, Num_Chunks:7,37.1537
,501M, Num_Chunks:8,34.0829
,525M, Num_Chunks:7,27.4076
,525M, Num_Chunks:7,31.9129
,501M, Num_Chunks:8,31.9403
,526M, Num_Chunks:7,29.6014
,501M, Num_Chunks:8,29.5948
,501M, Num_Chunks:8,29.8540
,526M, Num_Chunks:7,29.9110
,526M, Num_Chunks:7,30.4345
,501M, Num_Chunks:8,49.6656
,526M, Num_Chunks:7,29.6603
,501M, Num_Chunks:8,19.4806
,501M, Num_Chunks:8,19.0932
,526M, Num_Chunks:7,28.1004
,502M, Num_Chunks:8,30.0021
,526M, Num_Chunks:7,37.0696
,526M, Num_Chunks:7,20.3087
,502M, Num_Chunks:8,40.3061
,526M, Num_Chunks:7,26.7914
,502M, Num_Chunks:8,20.5056
,502M, Num_Chunks:8,26.6853
,526M, Num_Chunks:7,33.3506
,526M, Num_Chunks:7,26.4457
,502M, Num_Chunks:8,26.4882
,502M, Num_Chunks:8,24.1505
,527M, Num_Chunks:7,31.1545
,502M, Num_Chunks:8,29.1622
,527M, Num_Chunks:7,22.1767
,502M, Num_Chunks:8,30.8156
,527M, Num_Chunks:7,30.8190
,502M, Num_Chunks:8,28.0024
,527M, Num_Chunks:7,33.9228
,527M, Num_Chunks:7,26.5614
,502M, Num_Chunks:8,32.4887
,527M, Num_Chunks:7,34.6624
,503M, Num_Chunks:8,34.6872
,503M, Num_Chunks:8,31.1283
,527M, Num_Chunks:7,31.1712
,527M, Num_Chunks:7,31.8994
,503M, Num_Chunks:8,31.9444
,527M, Num_Chunks:7,29.2250
,503M, Num_Chunks:8,29.2053
,503M, Num_Chunks:8,24.6393
,527M, Num_Chunks:7,32.5877
,503M, Num_Chunks:8,28.6359
,528M, Num_Chunks:7,27.4171
,528M, Num_Chunks:7,19.6855
,503M, Num_Chunks:8,33.1470
,503M, Num_Chunks:8,17.9185
,528M, Num_Chunks:7,26.6043
,528M, Num_Chunks:7,31.1393
,503M, Num_Chunks:8,33.1430
,503M, Num_Chunks:8,25.9732
,528M, Num_Chunks:7,39.2324
,504M, Num_Chunks:8,19.6455
,528M, Num_Chunks:7,28.4112
,504M, Num_Chunks:8,40.3636
,528M, Num_Chunks:7,26.3688
,528M, Num_Chunks:7,20.6121
,504M, Num_Chunks:8,35.6186
,504M, Num_Chunks:8,21.8390
,528M, Num_Chunks:7,40.8010
,504M, Num_Chunks:8,26.0775
,528M, Num_Chunks:7,37.2686
,504M, Num_Chunks:8,29.7603
,529M, Num_Chunks:7,23.1258
,504M, Num_Chunks:8,22.8320
,504M, Num_Chunks:8,26.8166
,529M, Num_Chunks:7,33.2086
,504M, Num_Chunks:8,31.2548
,529M, Num_Chunks:7,31.2336
,529M, Num_Chunks:7,28.0932
,504M, Num_Chunks:8,34.7973
,529M, Num_Chunks:7,24.8542
,505M, Num_Chunks:8,28.4270
,529M, Num_Chunks:7,26.1594
,505M, Num_Chunks:8,30.0685
,529M, Num_Chunks:7,22.6534
,505M, Num_Chunks:8,27.4911
,529M, Num_Chunks:7,25.5393
,505M, Num_Chunks:8,26.9066
,529M, Num_Chunks:7,26.8297
,505M, Num_Chunks:8,23.9558
,529M, Num_Chunks:7,23.5816
,505M, Num_Chunks:8,28.2698
,530M, Num_Chunks:7,28.0956
,505M, Num_Chunks:8,22.1651
,530M, Num_Chunks:7,35.0140
,505M, Num_Chunks:8,25.3012
,530M, Num_Chunks:7,30.1082
,505M, Num_Chunks:8,29.2798
,505M, Num_Chunks:8,21.6853
,530M, Num_Chunks:7,33.6548
,506M, Num_Chunks:8,20.8430
,530M, Num_Chunks:7,23.4088
,506M, Num_Chunks:8,22.6766
,530M, Num_Chunks:7,20.8905
,506M, Num_Chunks:8,22.8813
,530M, Num_Chunks:7,22.0340
,506M, Num_Chunks:8,25.0565
,530M, Num_Chunks:7,31.3456
,506M, Num_Chunks:8,18.5068
,506M, Num_Chunks:8,21.4817
,530M, Num_Chunks:7,33.9524
,530M, Num_Chunks:7,30.5730
,506M, Num_Chunks:8,37.0401
,531M, Num_Chunks:7,31.7999
,506M, Num_Chunks:8,31.7848
,531M, Num_Chunks:7,30.5211
,506M, Num_Chunks:8,30.5230
,506M, Num_Chunks:8,23.3548
,531M, Num_Chunks:7,32.0440
,531M, Num_Chunks:7,23.1329
,507M, Num_Chunks:8,31.8268
,507M, Num_Chunks:8,29.0305
,531M, Num_Chunks:7,36.5167
,507M, Num_Chunks:8,36.4920
,531M, Num_Chunks:7,29.0558
,507M, Num_Chunks:8,25.2720
,531M, Num_Chunks:7,27.5152
,507M, Num_Chunks:8,26.5073
,531M, Num_Chunks:7,30.7909
,507M, Num_Chunks:8,24.6565
,531M, Num_Chunks:7,26.4266
,507M, Num_Chunks:8,27.0325
,531M, Num_Chunks:7,25.3055
,532M, Num_Chunks:7,23.3256
,507M, Num_Chunks:8,29.9663
,532M, Num_Chunks:7,28.8821
,507M, Num_Chunks:8,28.8730
,507M, Num_Chunks:8,30.9283
,532M, Num_Chunks:7,30.9854
,508M, Num_Chunks:8,27.9205
,532M, Num_Chunks:7,30.0998
,532M, Num_Chunks:7,25.6413
,508M, Num_Chunks:8,27.9057
,532M, Num_Chunks:7,30.6013
,508M, Num_Chunks:8,30.5938
,532M, Num_Chunks:7,33.5004
,508M, Num_Chunks:8,33.4852
,508M, Num_Chunks:8,28.0471
,532M, Num_Chunks:7,33.8260
